Empresa;Mês;Abertura;Segmento
ITAUTEC;8;743,13;Serviços Bancários
ITAUTEC;9;634,38;Serviços Bancários
ITSA;1;4,29;Serviços Bancários
ITSA;10;3,52;Serviços Bancários
ITSA;11;12,66;Serviços Bancários
ITSA;12;36,54;Serviços Bancários
ITSA;2;16,12;Serviços Bancários
ITSA;3;22,39;Serviços Bancários
ITSA;4;35,78;Serviços Bancários
ITSA;5;62;Serviços Bancários
ITSA;6;18,99;Serviços Bancários
ITSA;7;1,77;Serviços Bancários
ITSA;8;1,06;Serviços Bancários
ITSA;9;2,55;Serviços Bancários
ITSA    /EBS;4;0,5;Serviços Bancários
ITSA    /EBS;5;36,04;Serviços Bancários
ITSA    /ED;12;6,98;Serviços Bancários
ITSA    /ED;6;2,08;Serviços Bancários
ITSA    /ED;7;0,17;Serviços Bancários
ITSA    /ED;8;2,24;Serviços Bancários
ITSA    /ED;9;3,4;Serviços Bancários
ITSA    /EDJ;2;27,92;Serviços Bancários
ITSAE;1;81,74;Serviços Bancários
ITSAE;10;27,22;Serviços Bancários
ITSAE;11;7,35;Serviços Bancários
ITSAE;12;38,26;Serviços Bancários
ITSAE;2;22,24;Serviços Bancários
ITSAE;3;12,31;Serviços Bancários
ITSAE;4;11,05;Serviços Bancários
ITSAE;5;0,17;Serviços Bancários
ITSAE;6;4,29;Serviços Bancários
ITSAE;7;1,97;Serviços Bancários
ITSAE;8;2,17;Serviços Bancários
ITSAE;9;16,48;Serviços Bancários
ITSAE   /ED;8;10,7;Serviços Bancários
J B DUARTE;1;14,28;Outro
J B DUARTE;10;3,5;Outro
J B DUARTE;11;2,93;Outro
J B DUARTE;12;2,54;Outro
J B DUARTE;2;10,92;Outro
J B DUARTE;3;10,51;Outro
J B DUARTE;4;10,17;Outro
J B DUARTE;5;11,12;Outro
J B DUARTE;6;10,64;Outro
J B DUARTE;7;7,2;Outro
J B DUARTE;8;5,34;Outro
J B DUARTE;9;5,21;Outro
JBS;1;540,32;Alimentos Processados
JBS;10;317,53;Alimentos Processados
JBS;11;235,28;Alimentos Processados
JBS;12;282,8;Alimentos Processados
JBS;2;525,45;Alimentos Processados
JBS;3;572,65;Alimentos Processados
JBS;4;512,72;Alimentos Processados
JBS;5;947,97;Alimentos Processados
JBS;6;1.086,89;Alimentos Processados
JBS;7;635,88;Alimentos Processados
JBS;8;602,7;Alimentos Processados
JBS;9;529,88;Alimentos Processados
JEREISSATI;10;21,26;Outro
JEREISSATI;11;19,69;Outro
JEREISSATI;12;17,75;Outro
JEREISSATI;4;2,2;Outro
JEREISSATI;5;67,02;Outro
JEREISSATI;6;47,88;Outro
JEREISSATI;7;40,11;Outro
JEREISSATI;8;35,9;Outro
JEREISSATI;9;34,82;Outro
JFEN;2;2,03;Outro
JFEN;3;3,09;Outro
JHSF PART;1;225,13;Construção Civil
JHSF PART;10;85,6;Construção Civil
JHSF PART;11;53,35;Construção Civil
JHSF PART;12;52,8;Construção Civil
JHSF PART;2;199,43;Construção Civil
JHSF PART;3;200,65;Construção Civil
JHSF PART;4;217,52;Construção Civil
JHSF PART;5;314,98;Construção Civil
JHSF PART;6;313,47;Construção Civil
JHSF PART;7;243,73;Construção Civil
JHSF PART;8;202,61;Construção Civil
JHSF PART;9;171,8;Construção Civil
JOAO FORTES;1;466,44;Construção Civil
JOAO FORTES;10;120,92;Construção Civil
JOAO FORTES;11;77,13;Construção Civil
JOAO FORTES;12;84,13;Construção Civil
JOAO FORTES;2;468,41;Construção Civil
JOAO FORTES;3;434,96;Construção Civil
JOAO FORTES;4;439,83;Construção Civil
JOAO FORTES;5;477,31;Construção Civil
JOAO FORTES;6;381,51;Construção Civil
JOAO FORTES;7;317,23;Construção Civil
JOAO FORTES;8;241,59;Construção Civil
JOAO FORTES;9;182,96;Construção Civil
JOSAPAR;1;60;Outro
JOSAPAR;10;416,16;Outro
JOSAPAR;11;190,03;Outro
JOSAPAR;12;227,62;Outro
JOSAPAR;2;232,52;Outro
JOSAPAR;3;408,11;Outro
JOSAPAR;4;400,1;Outro
JOSAPAR;5;398,99;Outro
JOSAPAR;6;221,66;Outro
JOSAPAR;7;219,96;Outro
JOSAPAR;8;256,97;Outro
JOSAPAR;9;183,92;Outro
KARSTEN;1;2.267,77;Outro
KARSTEN;10;71,07;Outro
KARSTEN;11;107,34;Outro
KARSTEN;12;143,32;Outro
KARSTEN;2;1.935,15;Outro
KARSTEN;3;3.263;Outro
KARSTEN;4;1.930,88;Outro
KARSTEN;5;290,28;Outro
KARSTEN;6;293,38;Outro
KARSTEN;7;221,53;Outro
KARSTEN;8;200,21;Outro
KARSTEN;9;258,99;Outro
KEPLER WEBER;1;36,27;Máquinas e Equipamentos
KEPLER WEBER;10;17,06;Máquinas e Equipamentos
KEPLER WEBER;11;13,62;Máquinas e Equipamentos
KEPLER WEBER;12;13,2;Máquinas e Equipamentos
KEPLER WEBER;2;35,37;Máquinas e Equipamentos
KEPLER WEBER;3;55,35;Máquinas e Equipamentos
KEPLER WEBER;4;44,88;Máquinas e Equipamentos
KEPLER WEBER;5;69,4;Máquinas e Equipamentos
KEPLER WEBER;6;59,1;Máquinas e Equipamentos
KEPLER WEBER;7;61,66;Máquinas e Equipamentos
KEPLER WEBER;8;55,03;Máquinas e Equipamentos
KEPLER WEBER;9;37,49;Máquinas e Equipamentos
KLABIN S/A;1;617,43;Celulose
KLABIN S/A;10;245,76;Celulose
KLABIN S/A;11;187,88;Celulose
KLABIN S/A;12;169,84;Celulose
KLABIN S/A;2;509,91;Celulose
KLABIN S/A;3;558,27;Celulose
KLABIN S/A;4;398,35;Celulose
KLABIN S/A;5;566,44;Celulose
KLABIN S/A;6;570,42;Celulose
KLABIN S/A;7;527,37;Celulose
KLABIN S/A;8;379,68;Celulose
KLABIN S/A;9;350,7;Celulose
KLABINSEGALL;1;760,98;Outro
KLABINSEGALL;10;165,53;Outro
KLABINSEGALL;11;105,55;Outro
KLABINSEGALL;12;121,7;Outro
KLABINSEGALL;2;902,54;Outro
KLABINSEGALL;3;789,86;Outro
KLABINSEGALL;4;675,08;Outro
KLABINSEGALL;5;743,15;Outro
KLABINSEGALL;6;593,42;Outro
KLABINSEGALL;7;506,56;Outro
KLABINSEGALL;8;426,37;Outro
KLABINSEGALL;9;337,46;Outro
KLBN;1;0,47;Celulose
KLBN;2;0,59;Celulose
KLBN;3;0,19;Celulose
KLBN;4;0,48;Celulose
KLBN;5;6,5;Celulose
KLBNE;1;0,35;Celulose
KLBNE;2;0,17;Celulose
KLBNE;3;6,13;Celulose
KROTON;1;934,03;Educação
KROTON;10;395,87;Educação
KROTON;11;286,95;Educação
KROTON;12;381,37;Educação
KROTON;2;834,15;Educação
KROTON;3;818,93;Educação
KROTON;4;935,06;Educação
KROTON;5;1.270,63;Educação
KROTON;6;1.165,58;Educação
KROTON;7;845,59;Educação
KROTON;8;783,88;Educação
KROTON;9;405,81;Educação
LA FONTE PAR;1;93,11;Outro
LA FONTE PAR;2;89,9;Outro
LA FONTE PAR;3;66,5;Outro
LA FONTE PAR;4;61,79;Outro
LA FONTE TEL;1;9,19;Outro
LA FONTE TEL;10;3,4;Outro
LA FONTE TEL;11;3,39;Outro
LA FONTE TEL;12;2,15;Outro
LA FONTE TEL;2;7,96;Outro
LA FONTE TEL;3;14;Outro
LA FONTE TEL;4;27,04;Outro
LA FONTE TEL;5;11,34;Outro
LA FONTE TEL;6;6;Outro
LA FONTE TEL;7;11,54;Outro
LA FONTE TEL;8;5,48;Outro
LA FONTE TEL;9;4,76;Outro
LAEP;1;227,15;Outro
LAEP;10;14,94;Outro
LAEP;11;13,34;Outro
LAEP;12;18,69;Outro
LAEP;2;186,94;Outro
LAEP;3;192,08;Outro
LAEP;4;206,93;Outro
LAEP;5;235,59;Outro
LAEP;6;175,57;Outro
LAEP;7;107,03;Outro
LAEP;8;69,27;Outro
LAEP;9;30;Outro
LAME;1;1,87;Varejo
LAME;2;0,9;Varejo
LAME;3;0,1;Varejo
LAME;4;5,79;Varejo
LAME;5;22,7;Varejo
LAME;6;0,86;Varejo
LAME;7;0,21;Varejo
LAME INT;8;1,43;Varejo
LAMEE;1;1,36;Varejo
LAMEE;12;1,84;Varejo
LAMEE;2;33,44;Varejo
LAMEE;4;3,08;Varejo
LAMEE;5;0,46;Varejo
LAMEE;6;4,33;Varejo
LAMEE;7;13,43;Varejo
LAMEE   /ED;3;13,96;Varejo
LAMEEINT;12;22,5;Varejo
LAMEEINT;8;23,95;Varejo
LAMEEINT;9;0,54;Varejo
LARK MAQS;2;30;Outro
LARK MAQS;7;200;Outro
LE LIS BLANC;10;94,9;Comércio
LE LIS BLANC;11;61,13;Comércio
LE LIS BLANC;12;57,16;Comércio
LE LIS BLANC;4;23,1;Comércio
LE LIS BLANC;5;240,74;Comércio
LE LIS BLANC;6;186,3;Comércio
LE LIS BLANC;7;125,37;Comércio
LE LIS BLANC;8;91,45;Comércio
LE LIS BLANC;9;125,52;Comércio
LECO;1;27,93;Outro
LECO;10;28,66;Outro
LECO;11;28,21;Outro
LECO;12;30,45;Outro
LECO;2;27,06;Outro
LECO;3;31,95;Outro
LECO;4;33,5;Outro
LECO;5;31,67;Outro
LECO;6;24,55;Outro
LECO;7;17,76;Outro
LECO;8;11,8;Outro
LECO;9;44,3;Outro
LEI BASICA;11;1.192,1;Outro
LIGHT S/A;1;2.573,42;Energia Elétrica
LIGHT S/A;10;1.460,2;Energia Elétrica
LIGHT S/A;11;1.330,32;Energia Elétrica
LIGHT S/A;12;1.134,49;Energia Elétrica
LIGHT S/A;2;2.335,79;Energia Elétrica
LIGHT S/A;3;2.461,68;Energia Elétrica
LIGHT S/A;4;2.473,1;Energia Elétrica
LIGHT S/A;5;2.342,26;Energia Elétrica
LIGHT S/A;6;2.454,93;Energia Elétrica
LIGHT S/A;7;2.368,6;Energia Elétrica
LIGHT S/A;8;1.951,93;Energia Elétrica
LIGHT S/A;9;1.729,04;Energia Elétrica
LIGHTPAR;1;1.277,17;Energia Elétrica
LIGHTPAR;2;1.458,5;Energia Elétrica
LIGHTPAR;3;1.292,35;Energia Elétrica
LIGHTPAR;4;1.392,05;Energia Elétrica
LIGHTPAR;5;1.264,49;Energia Elétrica
LIGHTPAR;6;1.182,08;Energia Elétrica
LIGHTPAR;7;1.066,43;Energia Elétrica
LIGHTPAR;8;947,92;Energia Elétrica
LIGHTPAR;9;200,4;Energia Elétrica
LIGT;12;7,98;Energia Elétrica
LIGTE;12;3,61;Energia Elétrica
LIVR GLOBO;5;50;Outro
LIX DA CUNHA;1;125,99;Logistica
LIX DA CUNHA;10;109,53;Logistica
LIX DA CUNHA;11;49,86;Logistica
LIX DA CUNHA;12;50,06;Logistica
LIX DA CUNHA;2;185,49;Logistica
LIX DA CUNHA;3;216,94;Logistica
LIX DA CUNHA;4;212,31;Logistica
LIX DA CUNHA;5;238,93;Logistica
LIX DA CUNHA;6;218,64;Logistica
LIX DA CUNHA;7;231,23;Logistica
LIX DA CUNHA;8;158,17;Logistica
LIX DA CUNHA;9;146,52;Logistica
LLX LOG;10;60,44;Logistica
LLX LOG;11;73,61;Logistica
LLX LOG;12;64,16;Logistica
LLX LOG;7;70,8;Logistica
LLX LOG;8;223,27;Logistica
LLX LOG;9;166,97;Logistica
LOCALIZA;1;1.151,81;Aluguel de Carros
LOCALIZA;10;404,92;Aluguel de Carros
LOCALIZA;11;315,91;Aluguel de Carros
LOCALIZA;12;369,79;Aluguel de Carros
LOCALIZA;2;867,06;Aluguel de Carros
LOCALIZA;3;944,4;Aluguel de Carros
LOCALIZA;4;931,54;Aluguel de Carros
LOCALIZA;5;908,06;Aluguel de Carros
LOCALIZA;6;1.057,88;Aluguel de Carros
LOCALIZA;7;995,29;Aluguel de Carros
LOCALIZA;8;875,33;Aluguel de Carros
LOCALIZA;9;810,64;Aluguel de Carros
LOG-IN;1;887,15;Transportes
LOG-IN;10;356,89;Transportes
LOG-IN;11;245,59;Transportes
LOG-IN;12;270,21;Transportes
LOG-IN;2;867,68;Transportes
LOG-IN;3;1.138,22;Transportes
LOG-IN;4;947,11;Transportes
LOG-IN;5;1.005,95;Transportes
LOG-IN;6;970,14;Transportes
LOG-IN;7;842,89;Transportes
LOG-IN;8;680,77;Transportes
LOG-IN;9;638,74;Transportes
LOJAS AMERIC;1;3.309,29;Comércio
LOJAS AMERIC;10;1.127,76;Comércio
LOJAS AMERIC;11;802,7;Comércio
LOJAS AMERIC;12;808,53;Comércio
LOJAS AMERIC;2;2.511,79;Comércio
LOJAS AMERIC;3;3.047,87;Comércio
LOJAS AMERIC;4;3.382,93;Comércio
LOJAS AMERIC;5;2.973,62;Comércio
LOJAS AMERIC;6;3.212,61;Comércio
LOJAS AMERIC;7;2.207,79;Comércio
LOJAS AMERIC;8;1.934,64;Comércio
LOJAS AMERIC;9;1.586,06;Comércio
LOJAS HERING;1;90;Roupas
LOJAS HERING;10;25;Roupas
LOJAS HERING;11;23,01;Roupas
LOJAS HERING;2;23,01;Roupas
LOJAS HERING;3;30;Roupas
LOJAS HERING;4;30;Roupas
LOJAS RENNER;1;3.510,47;Comércio
LOJAS RENNER;10;1.501,66;Comércio
LOJAS RENNER;11;923,13;Comércio
LOJAS RENNER;12;1.012,58;Comércio
LOJAS RENNER;2;3.372,7;Comércio
LOJAS RENNER;3;3.751,37;Comércio
LOJAS RENNER;4;2.901,87;Comércio
LOJAS RENNER;5;2.839,42;Comércio
LOJAS RENNER;6;3.162,65;Comércio
LOJAS RENNER;7;2.507,14;Comércio
LOJAS RENNER;8;2.398,49;Comércio
LOJAS RENNER;9;2.421;Comércio
LOPES BRASIL;1;1.314,67;Exploração de Imóveis
LOPES BRASIL;10;421,14;Exploração de Imóveis
LOPES BRASIL;11;245,61;Exploração de Imóveis
LOPES BRASIL;12;220,37;Exploração de Imóveis
LOPES BRASIL;2;1.225,34;Exploração de Imóveis
LOPES BRASIL;3;1.209,44;Exploração de Imóveis
LOPES BRASIL;4;1.119,31;Exploração de Imóveis
LOPES BRASIL;5;1.211,31;Exploração de Imóveis
LOPES BRASIL;6;1.248,05;Exploração de Imóveis
LOPES BRASIL;7;1.137,69;Exploração de Imóveis
LOPES BRASIL;8;830,36;Exploração de Imóveis
LOPES BRASIL;9;723,42;Exploração de Imóveis
LREN    /EJ;1;0,7;Outro
LRENE;10;25;Outro
LRENE;8;1,58;Outro
LRENE;9;35,77;Outro
LUPATECH;1;2.502,09;Outro
LUPATECH;10;1.394,57;Outro
LUPATECH;11;867,08;Outro
LUPATECH;12;916,41;Outro
LUPATECH;2;3.101,37;Outro
LUPATECH;3;2.555,58;Outro
LUPATECH;4;2.519,98;Outro
LUPATECH;5;3.632,15;Outro
LUPATECH;6;2.971,62;Outro
LUPATECH;7;2.918,37;Outro
LUPATECH;8;2.567,47;Outro
LUPATECH;9;3.037,62;Outro
M G POLIEST;1;7,33;Outro
M G POLIEST;10;2,74;Outro
M G POLIEST;11;1,85;Outro
M G POLIEST;12;2,42;Outro
M G POLIEST;2;7,46;Outro
M G POLIEST;3;6,69;Outro
M G POLIEST;4;6,45;Outro
M G POLIEST;5;6,94;Outro
M G POLIEST;6;6,77;Outro
M G POLIEST;7;6,22;Outro
M G POLIEST;8;4,35;Outro
M G POLIEST;9;3,99;Outro
M.DIASBRANCO;1;1.166,72;Alimentos Processados
M.DIASBRANCO;10;627,59;Alimentos Processados
M.DIASBRANCO;11;646,34;Alimentos Processados
M.DIASBRANCO;12;569,36;Alimentos Processados
M.DIASBRANCO;2;784,78;Alimentos Processados
M.DIASBRANCO;3;738,87;Alimentos Processados
M.DIASBRANCO;4;1.005,23;Alimentos Processados
M.DIASBRANCO;5;1.020,48;Alimentos Processados
M.DIASBRANCO;6;945,18;Alimentos Processados
M.DIASBRANCO;7;1.066,6;Alimentos Processados
M.DIASBRANCO;8;906,34;Alimentos Processados
M.DIASBRANCO;9;867,62;Alimentos Processados
MAGNESITA;1;3.403,97;Outro
MAGNESITA;2;4.224,87;Outro
MAGNESITA;3;4.876,81;Outro
MAGNESITA;4;227,79;Outro
MAGNESITA SA;10;623,16;Outro
MAGNESITA SA;11;478,1;Outro
MAGNESITA SA;12;415,71;Outro
MAGNESITA SA;4;1.069,24;Outro
MAGNESITA SA;5;2.358,89;Outro
MAGNESITA SA;6;2.307,49;Outro
MAGNESITA SA;7;2.111,66;Outro
MAGNESITA SA;8;1.405,07;Outro
MAGNESITA SA;9;1.210,16;Outro
MANGELS INDL;1;1.493,34;Siderurgia e Metalurgia
MANGELS INDL;10;301,52;Siderurgia e Metalurgia
MANGELS INDL;11;130,61;Siderurgia e Metalurgia
MANGELS INDL;12;134,12;Siderurgia e Metalurgia
MANGELS INDL;2;1.284,54;Siderurgia e Metalurgia
MANGELS INDL;3;1.207,55;Siderurgia e Metalurgia
MANGELS INDL;4;1.510,06;Siderurgia e Metalurgia
MANGELS INDL;5;693,73;Siderurgia e Metalurgia
MANGELS INDL;6;598,35;Siderurgia e Metalurgia
MANGELS INDL;7;403,05;Siderurgia e Metalurgia
MANGELS INDL;8;526,67;Siderurgia e Metalurgia
MANGELS INDL;9;461,33;Siderurgia e Metalurgia
MARAMBAIA;1;72,67;Outro
MARAMBAIA;10;5,52;Outro
MARAMBAIA;11;5,97;Outro
MARAMBAIA;12;4,12;Outro
MARAMBAIA;2;67;Outro
MARAMBAIA;3;58,81;Outro
MARAMBAIA;4;34,97;Outro
MARAMBAIA;5;86,24;Outro
MARAMBAIA;6;40,39;Outro
MARAMBAIA;7;33,8;Outro
MARAMBAIA;8;13,47;Outro
MARAMBAIA;9;5,5;Outro
MARCOPOLO;1;533,07;Transportes
MARCOPOLO;10;332,05;Transportes
MARCOPOLO;11;236,25;Transportes
MARCOPOLO;12;207,72;Transportes
MARCOPOLO;2;677,57;Transportes
MARCOPOLO;3;663,46;Transportes
MARCOPOLO;4;597,73;Transportes
MARCOPOLO;5;627,14;Transportes
MARCOPOLO;6;643,43;Transportes
MARCOPOLO;7;575,5;Transportes
MARCOPOLO;8;468,26;Transportes
MARCOPOLO;9;449,81;Transportes
MARFRIG;1;643,68;Alimentos Processados
MARFRIG;10;620,69;Alimentos Processados
MARFRIG;11;341,63;Alimentos Processados
MARFRIG;12;312,64;Alimentos Processados
MARFRIG;2;614,66;Alimentos Processados
MARFRIG;3;698,37;Alimentos Processados
MARFRIG;4;820,9;Alimentos Processados
MARFRIG;5;918,35;Alimentos Processados
MARFRIG;6;951,75;Alimentos Processados
MARFRIG;7;870,35;Alimentos Processados
MARFRIG;8;821,69;Alimentos Processados
MARFRIG;9;650,92;Alimentos Processados
MARISA;1;421,33;Roupas
MARISA;10;203,62;Roupas
MARISA;11;134,21;Roupas
MARISA;12;150,27;Roupas
MARISA;2;404,13;Roupas
MARISA;3;429,91;Roupas
MARISA;4;401,22;Roupas
MARISA;5;382,01;Roupas
MARISA;6;304,55;Roupas
MARISA;7;250,9;Roupas
MARISA;8;252,36;Roupas
MARISA;9;287,47;Roupas
MARISOL;1;83,8;Outro
MARISOL;10;25,25;Outro
MARISOL;11;19,5;Outro
MARISOL;12;26,26;Outro
MARISOL;2;69,97;Outro
MARISOL;3;61,86;Outro
MARISOL;4;56,16;Outro
MARISOL;5;64,4;Outro
MARISOL;6;68,37;Outro
MARISOL;7;39,23;Outro
MARISOL;8;38,05;Outro
MARISOL;9;28,87;Outro
MEDIAL SAUDE;1;1.149,52;Outro
MEDIAL SAUDE;10;422,86;Outro
MEDIAL SAUDE;11;234,67;Outro
MEDIAL SAUDE;12;300,2;Outro
MEDIAL SAUDE;2;1.006,7;Outro
MEDIAL SAUDE;3;1.151,52;Outro
MEDIAL SAUDE;4;1.153,66;Outro
MEDIAL SAUDE;5;1.136,49;Outro
MEDIAL SAUDE;6;1.326,32;Outro
MEDIAL SAUDE;7;1.040,91;Outro
MEDIAL SAUDE;8;806,3;Outro
MEDIAL SAUDE;9;627,08;Outro
MELHOR SP;1;3.516,12;Outro
MELHOR SP;10;149,14;Outro
MELHOR SP;12;195,86;Outro
MELHOR SP;2;181,54;Outro
MELHOR SP;3;1.039,85;Outro
MELHOR SP;4;2.479,32;Outro
MELHOR SP;5;2.051,87;Outro
MELHOR SP;6;355,81;Outro
MELHOR SP;7;1.252,56;Outro
MELHOR SP;8;1.667,99;Outro
MELHOR SP;9;149,11;Outro
MELPAPER;10;65;Outro
MELPAPER;12;35;Outro
MELPAPER;3;145;Outro
MELPAPER;4;165,01;Outro
MELPAPER;9;80;Outro
MENDES JR;1;1.389,86;Outro
MENDES JR;10;774,97;Outro
MENDES JR;11;406,37;Outro
MENDES JR;12;887,69;Outro
MENDES JR;2;1.553,77;Outro
MENDES JR;3;1.142,97;Outro
MENDES JR;4;1.635,89;Outro
MENDES JR;5;3.076,72;Outro
MENDES JR;6;1.672,76;Outro
MENDES JR;7;1.007,95;Outro
MENDES JR;8;1.568,97;Outro
MENDES JR;9;1.368,42;Outro
MERC BRASIL;1;38.696,35;Serviços Bancários
MERC BRASIL;10;344,78;Serviços Bancários
MERC BRASIL;11;397,96;Serviços Bancários
MERC BRASIL;12;332,78;Serviços Bancários
MERC BRASIL;2;726,51;Serviços Bancários
MERC BRASIL;3;630,98;Serviços Bancários
MERC BRASIL;4;886,97;Serviços Bancários
MERC BRASIL;5;689,41;Serviços Bancários
MERC BRASIL;6;778,47;Serviços Bancários
MERC BRASIL;7;646,49;Serviços Bancários
MERC BRASIL;8;449,32;Serviços Bancários
MERC BRASIL;9;503,93;Serviços Bancários
MERC FINANC;11;3,64;Serviços Bancários
MERC FINANC;12;49,21;Serviços Bancários
MERC FINANC;5;9;Serviços Bancários
MERC INVEST;1;33,2;Serviços Bancários
MERC INVEST;10;7,22;Serviços Bancários
MERC INVEST;11;3,33;Serviços Bancários
MERC INVEST;12;7,61;Serviços Bancários
MERC INVEST;2;18,31;Serviços Bancários
MERC INVEST;3;24,3;Serviços Bancários
MERC INVEST;4;24,4;Serviços Bancários
MERC INVEST;5;44,46;Serviços Bancários
MERC INVEST;6;31,8;Serviços Bancários
MERC INVEST;7;31,27;Serviços Bancários
MERC INVEST;8;14,61;Serviços Bancários
MERC INVEST;9;18,37;Serviços Bancários
MET DUQUE;1;250,16;Siderurgia e Metalurgia
MET DUQUE;10;169,39;Siderurgia e Metalurgia
MET DUQUE;11;49;Siderurgia e Metalurgia
MET DUQUE;12;171,97;Siderurgia e Metalurgia
MET DUQUE;2;156;Siderurgia e Metalurgia
MET DUQUE;3;130,55;Siderurgia e Metalurgia
MET DUQUE;4;395,98;Siderurgia e Metalurgia
MET DUQUE;5;285,39;Siderurgia e Metalurgia
MET DUQUE;6;277,01;Siderurgia e Metalurgia
MET DUQUE;7;192,11;Siderurgia e Metalurgia
MET DUQUE;8;56;Siderurgia e Metalurgia
MET DUQUE;9;256,61;Siderurgia e Metalurgia
METAL IGUACU;1;24,16;Embalagens
METAL IGUACU;10;6,79;Embalagens
METAL IGUACU;11;6,49;Embalagens
METAL IGUACU;12;18,12;Embalagens
METAL IGUACU;2;24,99;Embalagens
METAL IGUACU;3;33,94;Embalagens
METAL IGUACU;4;30,36;Embalagens
METAL IGUACU;5;27,47;Embalagens
METAL IGUACU;6;36,93;Embalagens
METAL IGUACU;7;25,65;Embalagens
METAL IGUACU;8;21,13;Embalagens
METAL IGUACU;9;15,57;Embalagens
METAL LEVE;1;1.358,71;Siderurgia e Metalurgia
METAL LEVE;10;767,51;Siderurgia e Metalurgia
METAL LEVE;11;521,89;Siderurgia e Metalurgia
METAL LEVE;12;448,78;Siderurgia e Metalurgia
METAL LEVE;2;1.411,68;Siderurgia e Metalurgia
METAL LEVE;3;1.341,1;Siderurgia e Metalurgia
METAL LEVE;4;1.399,74;Siderurgia e Metalurgia
METAL LEVE;5;1.511,56;Siderurgia e Metalurgia
METAL LEVE;6;1.715,76;Siderurgia e Metalurgia
METAL LEVE;7;1.398,03;Siderurgia e Metalurgia
METAL LEVE;8;1.248,14;Siderurgia e Metalurgia
METAL LEVE;9;942,4;Siderurgia e Metalurgia
METALFRIO;1;627,56;Siderurgia e Metalurgia
METALFRIO;10;219,6;Siderurgia e Metalurgia
METALFRIO;11;126,64;Siderurgia e Metalurgia
METALFRIO;12;133,58;Siderurgia e Metalurgia
METALFRIO;2;631,68;Siderurgia e Metalurgia
METALFRIO;3;593,22;Siderurgia e Metalurgia
METALFRIO;4;469,06;Siderurgia e Metalurgia
METALFRIO;5;810,53;Siderurgia e Metalurgia
METALFRIO;6;523,04;Siderurgia e Metalurgia
METALFRIO;7;561,31;Siderurgia e Metalurgia
METALFRIO;8;359,15;Siderurgia e Metalurgia
METALFRIO;9;304,25;Siderurgia e Metalurgia
METALOSA;11;7,01;Siderurgia e Metalurgia
METISA;1;391,45;Siderurgia e Metalurgia
METISA;10;139,86;Siderurgia e Metalurgia
METISA;11;81,85;Siderurgia e Metalurgia
METISA;12;269,82;Siderurgia e Metalurgia
METISA;2;505,47;Siderurgia e Metalurgia
METISA;3;418,26;Siderurgia e Metalurgia
METISA;4;245,27;Siderurgia e Metalurgia
METISA;5;427,15;Siderurgia e Metalurgia
METISA;6;399,07;Siderurgia e Metalurgia
METISA;7;315,12;Siderurgia e Metalurgia
METISA;8;195,32;Siderurgia e Metalurgia
METISA;9;210,59;Siderurgia e Metalurgia
MICHELETTO;1;173,25;Outro
MICHELETTO;2;127,74;Outro
MICHELETTO;3;108,5;Outro
MICHELETTO;4;76,54;Outro
MICHELETTO;5;186,42;Outro
MICHELETTO;6;356,9;Outro
MILLENNIUM;1;12,35;Outro
MILLENNIUM;10;4,12;Outro
MILLENNIUM;11;3,54;Outro
MILLENNIUM;12;2,87;Outro
MILLENNIUM;2;10,09;Outro
MILLENNIUM;3;9,67;Outro
MILLENNIUM;4;11,67;Outro
MILLENNIUM;5;11,75;Outro
MILLENNIUM;6;10,68;Outro
MILLENNIUM;7;8,55;Outro
MILLENNIUM;8;7,71;Outro
MILLENNIUM;9;5,97;Outro
MINASFER;7;135;Outro
MINASMAQUINA;6;2.000;Comércio
MINERVA;1;526,27;Alimentos Processados
MINERVA;10;117,7;Alimentos Processados
MINERVA;11;85,87;Alimentos Processados
MINERVA;12;77;Alimentos Processados
MINERVA;2;427,73;Alimentos Processados
MINERVA;3;357,2;Alimentos Processados
MINERVA;4;429,53;Alimentos Processados
MINERVA;5;612,59;Alimentos Processados
MINERVA;6;495,95;Alimentos Processados
MINERVA;7;342,4;Alimentos Processados
MINERVA;8;346,4;Alimentos Processados
MINERVA;9;284,47;Alimentos Processados
MINUPAR;1;322,35;Outro
MINUPAR;10;322,61;Outro
MINUPAR;11;236,6;Outro
MINUPAR;12;251,96;Outro
MINUPAR;2;434,15;Outro
MINUPAR;3;495,1;Outro
MINUPAR;4;727,12;Outro
MINUPAR;5;684,33;Outro
MINUPAR;6;586,59;Outro
MINUPAR;7;440,52;Outro
MINUPAR;8;372,43;Outro
MINUPAR;9;401;Outro
MMX MINER;1;47.262,47;Mineração
MMX MINER;10;380,2;Mineração
MMX MINER;11;299,8;Mineração
MMX MINER;12;203,5;Mineração
MMX MINER;2;39.592,72;Mineração
MMX MINER;3;56.793,19;Mineração
MMX MINER;4;21.168,99;Mineração
MMX MINER;5;5.045,71;Mineração
MMX MINER;6;4.913,37;Mineração
MMX MINER;7;3.817,09;Mineração
MMX MINER;8;1.089,97;Mineração
MMX MINER;9;978,83;Mineração
MMXM;4;147,9;Mineração
MMXM;7;5,94;Mineração
MMXM;8;0,85;Mineração
MMXM    /EC;8;4,13;Mineração
MMXME;11;15,5;Mineração
MMXME;2;24,95;Mineração
MMXME;3;0,32;Mineração
MMXME;7;0,86;Mineração
MMXME   /EC;8;0,86;Mineração
MNPRE;12;0,45;Outro
MONT ARANHA;1;1.326,57;Outro
