Empresa;Mês;Abertura;Segmento
FISET FL REF;1;34,62;Outro
FISET FL REF;10;2,17;Outro
FISET FL REF;11;3,39;Outro
FISET FL REF;12;3,85;Outro
FISET FL REF;2;17,76;Outro
FISET FL REF;3;16,42;Outro
FISET FL REF;4;6,86;Outro
FISET FL REF;5;12,38;Outro
FISET FL REF;6;6,72;Outro
FISET FL REF;7;6,52;Outro
FISET FL REF;8;8,68;Outro
FISET FL REF;9;5,28;Outro
FISET PESCA;1;13,95;Outro
FISET PESCA;10;0,6;Outro
FISET PESCA;12;1,2;Outro
FISET PESCA;2;7,74;Outro
FISET PESCA;3;12,06;Outro
FISET PESCA;4;4,46;Outro
FISET PESCA;5;7,08;Outro
FISET PESCA;6;5,39;Outro
FISET PESCA;7;2,19;Outro
FISET PESCA;8;1,69;Outro
FISET PESCA;9;1,2;Outro
FISET TUR;1;15,89;Outro
FISET TUR;12;0,4;Outro
FISET TUR;2;16,65;Outro
FISET TUR;3;14,2;Outro
FISET TUR;4;5,1;Outro
FISET TUR;5;6,32;Outro
FISET TUR;6;4,7;Outro
FISET TUR;7;1,26;Outro
FISET TUR;8;0,84;Outro
FISET TUR;9;2,09;Outro
FORJA TAURUS;1;631,83;Outro
FORJA TAURUS;10;227,29;Outro
FORJA TAURUS;11;169,26;Outro
FORJA TAURUS;12;173,09;Outro
FORJA TAURUS;2;691,11;Outro
FORJA TAURUS;3;526,98;Outro
FORJA TAURUS;4;426,32;Outro
FORJA TAURUS;5;648,6;Outro
FORJA TAURUS;6;573,99;Outro
FORJA TAURUS;7;411,1;Outro
FORJA TAURUS;8;366,33;Outro
FORJA TAURUS;9;295,43;Outro
FOSFERTIL;1;3.667,06;Outro
FOSFERTIL;10;959,36;Outro
FOSFERTIL;11;595,21;Outro
FOSFERTIL;12;626,74;Outro
FOSFERTIL;2;4.003,64;Outro
FOSFERTIL;3;4.417,63;Outro
FOSFERTIL;4;6.547,35;Outro
FOSFERTIL;5;8.593,53;Outro
FOSFERTIL;6;11.618,85;Outro
FOSFERTIL;7;10.220,85;Outro
FOSFERTIL;8;7.322,37;Outro
FOSFERTIL;9;4.056,5;Outro
FRAS-LE;1;184,73;Outro
FRAS-LE;10;106,51;Outro
FRAS-LE;11;81,24;Outro
FRAS-LE;12;70,8;Outro
FRAS-LE;2;198,71;Outro
FRAS-LE;3;211,32;Outro
FRAS-LE;4;209,04;Outro
FRAS-LE;5;204,91;Outro
FRAS-LE;6;204,16;Outro
FRAS-LE;7;149,14;Outro
FRAS-LE;8;148,33;Outro
FRAS-LE;9;145,99;Outro
FUNRES;10;12,3;Outro
FUNRES;11;2,83;Outro
FUNRES;12;3,8;Outro
FUNRES;2;3,57;Outro
FUNRES;3;3,91;Outro
FUNRES;4;13,66;Outro
FUNRES;5;3,1;Outro
FUNRES;7;4,51;Outro
FUNRES;8;3,34;Outro
FUNRES;9;1,85;Outro
GAFISA;1;2.058,1;Construção Civil
GAFISA;10;1.147,29;Construção Civil
GAFISA;11;725,9;Construção Civil
GAFISA;12;514,57;Construção Civil
GAFISA;2;1.906,39;Construção Civil
GAFISA;3;2.178,25;Construção Civil
GAFISA;4;2.191,58;Construção Civil
GAFISA;5;3.148,93;Construção Civil
GAFISA;6;3.606,61;Construção Civil
GAFISA;7;2.476,75;Construção Civil
GAFISA;8;1.945,01;Construção Civil
GAFISA;9;1.483,17;Construção Civil
GAZOLA;1;593,66;Outro
GAZOLA;10;103,8;Outro
GAZOLA;11;92,93;Outro
GAZOLA;12;98,07;Outro
GAZOLA;2;1.587,2;Outro
GAZOLA;3;1.766,05;Outro
GAZOLA;4;1.741,11;Outro
GAZOLA;5;1.631,15;Outro
GAZOLA;6;1.069,82;Outro
GAZOLA;7;27,02;Outro
GAZOLA;8;18,9;Outro
GAZOLA;9;17,86;Outro
GENERALSHOPP;1;433,19;Exploração de Imóveis
GENERALSHOPP;10;174,06;Exploração de Imóveis
GENERALSHOPP;11;122,36;Exploração de Imóveis
GENERALSHOPP;12;79;Exploração de Imóveis
GENERALSHOPP;2;377,61;Exploração de Imóveis
GENERALSHOPP;3;336,97;Exploração de Imóveis
GENERALSHOPP;4;260,08;Exploração de Imóveis
GENERALSHOPP;5;267,35;Exploração de Imóveis
GENERALSHOPP;6;251,45;Exploração de Imóveis
GENERALSHOPP;7;212,86;Exploração de Imóveis
GENERALSHOPP;8;188,66;Exploração de Imóveis
GENERALSHOPP;9;174,86;Exploração de Imóveis
GEODEX;4;2,98;Outro
GER PARANAP;1;696,94;Outro
GER PARANAP;10;210,46;Outro
GER PARANAP;11;210,56;Outro
GER PARANAP;12;215,03;Outro
GER PARANAP;2;328,07;Outro
GER PARANAP;3;460,7;Outro
GER PARANAP;4;220,22;Outro
GER PARANAP;5;598,83;Outro
GER PARANAP;6;404,23;Outro
GER PARANAP;7;786,67;Outro
GER PARANAP;8;137,58;Outro
GER PARANAP;9;324,59;Outro
GERDAU;1;9.464,13;Siderurgia e Metalurgia
GERDAU;10;3.565,54;Siderurgia e Metalurgia
GERDAU;11;2.223,95;Siderurgia e Metalurgia
GERDAU;12;2.350,35;Siderurgia e Metalurgia
GERDAU;2;8.209,85;Siderurgia e Metalurgia
GERDAU;3;9.137,45;Siderurgia e Metalurgia
GERDAU;4;8.913,49;Siderurgia e Metalurgia
GERDAU;5;16.518,41;Siderurgia e Metalurgia
GERDAU;6;13.514,17;Siderurgia e Metalurgia
GERDAU;7;9.253,12;Siderurgia e Metalurgia
GERDAU;8;7.726,39;Siderurgia e Metalurgia
GERDAU;9;6.950,48;Siderurgia e Metalurgia
GERDAU MET;1;8.292,96;Siderurgia e Metalurgia
GERDAU MET;10;2.990,51;Siderurgia e Metalurgia
GERDAU MET;11;1.987,35;Siderurgia e Metalurgia
GERDAU MET;12;1.917,87;Siderurgia e Metalurgia
GERDAU MET;2;7.969,83;Siderurgia e Metalurgia
GERDAU MET;3;8.393,24;Siderurgia e Metalurgia
GERDAU MET;4;9.463,78;Siderurgia e Metalurgia
GERDAU MET;5;13.542,42;Siderurgia e Metalurgia
GERDAU MET;6;11.597,05;Siderurgia e Metalurgia
GERDAU MET;7;7.858,18;Siderurgia e Metalurgia
GERDAU MET;8;6.524,38;Siderurgia e Metalurgia
GERDAU MET;9;5.340,85;Siderurgia e Metalurgia
GETI;10;0,27;Outro
GFSA;7;2,66;Construção Civil
GFSA;8;0,03;Construção Civil
GFSA;9;2,99;Construção Civil
GGBR;1;24,69;Siderurgia e Metalurgia
GGBR;10;3,92;Siderurgia e Metalurgia
GGBR;11;17,77;Siderurgia e Metalurgia
GGBR;12;99,86;Siderurgia e Metalurgia
GGBR;2;212,03;Siderurgia e Metalurgia
GGBR;3;272,98;Siderurgia e Metalurgia
GGBR;4;223,87;Siderurgia e Metalurgia
GGBR;5;258,21;Siderurgia e Metalurgia
GGBR;6;146,01;Siderurgia e Metalurgia
GGBR;7;74,04;Siderurgia e Metalurgia
GGBR;8;28,24;Siderurgia e Metalurgia
GGBR;9;24,25;Siderurgia e Metalurgia
GGBR    /EB;6;150,11;Siderurgia e Metalurgia
GGBR    /ED;11;32,19;Siderurgia e Metalurgia
GGBR    /ED;2;19,99;Siderurgia e Metalurgia
GGBR    /ED;3;6,25;Siderurgia e Metalurgia
GGBR    /ED;8;9,35;Siderurgia e Metalurgia
GGBR    /EJ;5;108,47;Siderurgia e Metalurgia
GGBR    /EJ;6;11,81;Siderurgia e Metalurgia
GGBRE;1;223,53;Siderurgia e Metalurgia
GGBRE;10;792,7;Siderurgia e Metalurgia
GGBRE;11;30,1;Siderurgia e Metalurgia
GGBRE;12;99,54;Siderurgia e Metalurgia
GGBRE;2;90,71;Siderurgia e Metalurgia
GGBRE;3;27,36;Siderurgia e Metalurgia
GGBRE;4;61,84;Siderurgia e Metalurgia
GGBRE;5;23,84;Siderurgia e Metalurgia
GGBRE;6;22,28;Siderurgia e Metalurgia
GGBRE;7;300,22;Siderurgia e Metalurgia
GGBRE;8;113,06;Siderurgia e Metalurgia
GGBRE;9;432,31;Siderurgia e Metalurgia
GGBRE   /EB;6;92,09;Siderurgia e Metalurgia
GGBRE   /ED;11;101,05;Siderurgia e Metalurgia
GGBRE   /ED;8;258,85;Siderurgia e Metalurgia
GGBRE   /EJ;5;36,4;Siderurgia e Metalurgia
GLOBEX;1;1.800,35;Outro
GLOBEX;10;300,83;Outro
GLOBEX;11;185,22;Outro
GLOBEX;12;161,3;Outro
GLOBEX;2;1.458,33;Outro
GLOBEX;3;1.136,18;Outro
GLOBEX;4;981,48;Outro
GLOBEX;5;989,21;Outro
GLOBEX;6;794,75;Outro
GLOBEX;7;542,37;Outro
GLOBEX;8;564,22;Outro
GLOBEX;9;436,44;Outro
GOAU;2;2,1;Outro
GOAU;3;4,67;Outro
GOAU;4;148,88;Outro
GOAU;5;549,05;Outro
GOAU;6;4,07;Outro
GOAU;7;0,81;Outro
GOAU;8;2,01;Outro
GOAU    /EB;6;67,51;Outro
GOAU    /ED;2;8,59;Outro
GOAU    /ED;3;8,42;Outro
GOAUE;10;86,24;Outro
GOAUE;4;22,76;Outro
GOAUE;5;177,68;Outro
GOAUE;6;18,4;Outro
GOAUE;7;20,25;Outro
GOAUE;8;7,89;Outro
GOAUE;9;66,93;Outro
GOAUE   /ED;8;48,4;Outro
GOL;1;5.738,54;Aviação
GOL;10;997,3;Aviação
GOL;11;672,13;Aviação
GOL;12;800,65;Aviação
GOL;2;4.875,99;Aviação
GOL;3;4.029,09;Aviação
GOL;4;3.431,91;Aviação
GOL;5;3.386,81;Aviação
GOL;6;2.970,74;Aviação
GOL;7;2.186,62;Aviação
GOL;8;1.529,29;Aviação
GOL;9;1.532,96;Aviação
GOLL;1;0,57;Aviação
GOLL;2;5,72;Aviação
GOLL;3;3,67;Aviação
GOLL;4;2,66;Aviação
GOLLE;1;3,54;Aviação
GOLLE;2;0,4;Aviação
GOLLE;3;0,01;Aviação
GOLLE;4;0,91;Aviação
GOLLE;6;23,82;Aviação
GP INVEST;1;2.431,51;Outro
GP INVEST;10;382,55;Outro
GP INVEST;11;281,52;Outro
GP INVEST;12;261,38;Outro
GP INVEST;2;3.070,96;Outro
GP INVEST;3;2.488,72;Outro
GP INVEST;4;1.344,58;Outro
GP INVEST;5;913,3;Outro
GP INVEST;6;884,8;Outro
GP INVEST;7;870,9;Outro
GP INVEST;8;768,5;Outro
GP INVEST;9;647,19;Outro
GPC PART;1;50,15;Outro
GPC PART;10;42,18;Outro
GPC PART;11;25,27;Outro
GPC PART;12;24,59;Outro
GPC PART;2;43,6;Outro
GPC PART;3;43,65;Outro
GPC PART;4;36,59;Outro
GPC PART;5;68,31;Outro
GPC PART;6;59,97;Outro
GPC PART;7;66,81;Outro
GPC PART;8;49,63;Outro
GPC PART;9;33,74;Outro
GRADIENTE;1;240,01;Outro
GRADIENTE;10;31,44;Outro
GRADIENTE;11;63,56;Outro
GRADIENTE;12;102,48;Outro
GRADIENTE;2;244,37;Outro
GRADIENTE;3;139,11;Outro
GRADIENTE;4;143,6;Outro
GRADIENTE;5;131,2;Outro
GRADIENTE;6;139,51;Outro
GRADIENTE;7;106,34;Outro
GRADIENTE;8;91,84;Outro
GRADIENTE;9;58,58;Outro
GRANOLEO;1;2.992,12;Outro
GRANOLEO;2;3.242,88;Outro
GRAZZIOTIN;1;5.700;Outro
GRAZZIOTIN;10;491,55;Outro
GRAZZIOTIN;11;211,38;Outro
GRAZZIOTIN;12;215,05;Outro
GRAZZIOTIN;2;3.397,62;Outro
GRAZZIOTIN;3;3.568,32;Outro
GRAZZIOTIN;4;3.380,59;Outro
GRAZZIOTIN;5;3.464,91;Outro
GRAZZIOTIN;6;3.697,65;Outro
GRAZZIOTIN;7;3.111,7;Outro
GRAZZIOTIN;8;2.851,05;Outro
GRAZZIOTIN;9;2.871,67;Outro
GRENDENE;1;955,11;Outro
GRENDENE;10;554,15;Outro
GRENDENE;11;446,44;Outro
GRENDENE;12;417,81;Outro
GRENDENE;2;845,02;Outro
GRENDENE;3;922,66;Outro
GRENDENE;4;927,14;Outro
GRENDENE;5;774,94;Outro
GRENDENE;6;834,22;Outro
GRENDENE;7;1.019,97;Outro
GRENDENE;8;918,08;Outro
GRENDENE;9;676,91;Outro
GTD PART;1;29,05;Outro
GTD PART;10;5,95;Outro
GTD PART;11;1,72;Outro
GTD PART;12;2,9;Outro
GTD PART;2;21,86;Outro
GTD PART;3;29,48;Outro
GTD PART;4;15,71;Outro
GTD PART;5;38,68;Outro
GTD PART;6;22,03;Outro
GTD PART;7;10,96;Outro
GTD PART;8;6,59;Outro
GTD PART;9;8,29;Outro
GUARANI;1;568,47;Outro
GUARANI;10;134,78;Outro
GUARANI;11;78,82;Outro
GUARANI;12;84,18;Outro
GUARANI;2;427,26;Outro
GUARANI;3;442,54;Outro
GUARANI;4;395,38;Outro
GUARANI;5;394,41;Outro
GUARANI;6;439,45;Outro
GUARANI;7;413,97;Outro
GUARANI;8;331,72;Outro
GUARANI;9;251,39;Outro
GUARARAPES;1;4.646,07;Outro
GUARARAPES;10;1.215,72;Outro
GUARARAPES;11;546,72;Outro
GUARARAPES;12;780,38;Outro
GUARARAPES;2;4.540,21;Outro
GUARARAPES;3;4.689,07;Outro
GUARARAPES;4;4.730,53;Outro
GUARARAPES;5;4.954,11;Outro
GUARARAPES;6;3.775,65;Outro
GUARARAPES;7;2.744,67;Outro
GUARARAPES;8;1.940,14;Outro
GUARARAPES;9;1.676,65;Outro
GVT HOLDING;1;1.524,71;Outro
GVT HOLDING;10;1.330,11;Outro
GVT HOLDING;11;1.025,93;Outro
GVT HOLDING;12;1.401,13;Outro
GVT HOLDING;2;1.573,89;Outro
GVT HOLDING;3;1.887,12;Outro
GVT HOLDING;4;1.621,55;Outro
GVT HOLDING;5;1.935,22;Outro
GVT HOLDING;6;1.868,67;Outro
GVT HOLDING;7;1.764,55;Outro
GVT HOLDING;8;1.738;Outro
GVT HOLDING;9;1.817,15;Outro
GVTT;8;8,33;Outro
GVTTE;8;4,63;Outro
HABITASUL;1;203,48;Outro
HABITASUL;10;27,13;Outro
HABITASUL;11;11,6;Outro
HABITASUL;12;24,32;Outro
HABITASUL;2;160,06;Outro
HABITASUL;3;317,67;Outro
HABITASUL;4;240,12;Outro
HABITASUL;5;201,78;Outro
HABITASUL;6;164,54;Outro
HABITASUL;7;100,82;Outro
HABITASUL;8;84,95;Outro
HABITASUL;9;51,23;Outro
HAGA S/A;1;117,61;Outro
HAGA S/A;10;741,9;Outro
HAGA S/A;11;407,34;Outro
HAGA S/A;12;276,38;Outro
HAGA S/A;2;171,84;Outro
HAGA S/A;3;292,61;Outro
HAGA S/A;4;246,33;Outro
HAGA S/A;5;625,07;Outro
HAGA S/A;6;1.763,28;Outro
HAGA S/A;7;1.008,7;Outro
HAGA S/A;8;1.730,35;Outro
HAGA S/A;9;1.231,34;Outro
HELBOR;1;313,19;Outro
HELBOR;10;110,04;Outro
HELBOR;11;63,12;Outro
HELBOR;12;62,74;Outro
HELBOR;2;292,74;Outro
HELBOR;3;457,63;Outro
HELBOR;4;451,76;Outro
HELBOR;5;391,47;Outro
HELBOR;6;297,69;Outro
HELBOR;7;235,37;Outro
HELBOR;8;196,44;Outro
HELBOR;9;140,16;Outro
HERCULES;1;16,41;Outro
HERCULES;10;11,17;Outro
HERCULES;11;5,65;Outro
HERCULES;12;4,93;Outro
HERCULES;2;17,38;Outro
HERCULES;3;15,42;Outro
HERCULES;4;16,73;Outro
HERCULES;5;17,2;Outro
HERCULES;6;30,41;Outro
HERCULES;7;20,92;Outro
HERCULES;8;18,96;Outro
HERCULES;9;23,66;Outro
HOTEIS OTHON;1;29,44;Hoteis e Restaurantes
HOTEIS OTHON;10;8,23;Hoteis e Restaurantes
HOTEIS OTHON;11;6,7;Hoteis e Restaurantes
HOTEIS OTHON;12;8,14;Hoteis e Restaurantes
HOTEIS OTHON;2;29,65;Hoteis e Restaurantes
HOTEIS OTHON;3;28,18;Hoteis e Restaurantes
HOTEIS OTHON;4;23,53;Hoteis e Restaurantes
HOTEIS OTHON;5;23,1;Hoteis e Restaurantes
HOTEIS OTHON;6;24,49;Hoteis e Restaurantes
HOTEIS OTHON;7;17,22;Hoteis e Restaurantes
HOTEIS OTHON;8;15,28;Hoteis e Restaurantes
HOTEIS OTHON;9;13,07;Hoteis e Restaurantes
HYPERMARCAS;10;517,42;Farmacêutica
HYPERMARCAS;11;492,64;Farmacêutica
HYPERMARCAS;12;497,98;Farmacêutica
HYPERMARCAS;4;350,06;Farmacêutica
HYPERMARCAS;5;872,48;Farmacêutica
HYPERMARCAS;6;1.042,36;Farmacêutica
HYPERMARCAS;7;937,52;Farmacêutica
HYPERMARCAS;8;826,83;Farmacêutica
HYPERMARCAS;9;689,51;Farmacêutica
IBOV;1;274.439,53;Outro
IBOV;10;297.974,1;Outro
IBOV;11;234.048,14;Outro
IBOV;12;626.351,82;Outro
IBOV;2;1.276.556,45;Outro
IBOV;3;431.892,97;Outro
IBOV;4;1.355.620,09;Outro
IBOV;5;876.272,92;Outro
IBOV;6;1.158.023,64;Outro
IBOV;7;314.099,29;Outro
IBOV;8;279.791,42;Outro
IBOV;9;325.975,76;Outro
IBOVE;1;236.234,55;Outro
IBOVE;10;2.372.775,89;Outro
IBOVE;11;321.026,01;Outro
IBOVE;12;1.785.228,99;Outro
IBOVE;2;306.908,03;Outro
IBOVE;3;285.511,08;Outro
IBOVE;4;352.072,65;Outro
IBOVE;5;132.504,11;Outro
IBOVE;6;695.488,5;Outro
IBOVE;7;417.120,89;Outro
IBOVE;8;1.440.328,15;Outro
IBOVE;9;633.436,97;Outro
IBOVESPA;10;36.825;Outro
IBOVESPA;12;39.674;Outro
IBOVESPA;2;62.322;Outro
IBOVESPA;4;63.915;Outro
IBOVESPA;6;67.190;Outro
IBOVESPA;8;54.842;Outro
IDEIASNET;1;608,69;Outro
IDEIASNET;10;225,62;Outro
IDEIASNET;11;163,21;Outro
IDEIASNET;12;160,54;Outro
IDEIASNET;2;631,25;Outro
IDEIASNET;3;566,82;Outro
IDEIASNET;4;609,76;Outro
IDEIASNET;5;734,89;Outro
IDEIASNET;6;912,43;Outro
IDEIASNET;7;873,88;Outro
IDEIASNET;8;692,76;Outro
IDEIASNET;9;551,61;Outro
IDNT;1;0,56;Outro
IDNT;10;0,03;Outro
IDNT;2;0,3;Outro
IDNT;6;1,77;Outro
IDNT;7;0,25;Outro
IDNT;8;0,25;Outro
IDNT;9;0,1;Outro
IDNT    /ES;5;3,73;Outro
IDNTE;10;12,69;Outro
IDNTE;11;0,22;Outro
IDNTE;12;6,51;Outro
IDNTE;6;0,9;Outro
IDNTE;9;2,6;Outro
IENERGIA;1;75,49;Outro
IENERGIA;10;11,83;Outro
IENERGIA;11;9,02;Outro
IENERGIA;12;14,07;Outro
IENERGIA;2;62,08;Outro
IENERGIA;3;47,96;Outro
IENERGIA;4;40,59;Outro
IENERGIA;5;58,94;Outro
IENERGIA;6;44,85;Outro
IENERGIA;7;31,53;Outro
IENERGIA;8;25,73;Outro
IENERGIA;9;21,35;Outro
IGUACU CAFE;1;158,03;Outro
IGUACU CAFE;10;25,21;Outro
IGUACU CAFE;11;46,98;Outro
IGUACU CAFE;12;92,97;Outro
IGUACU CAFE;2;136,66;Outro
IGUACU CAFE;3;80,89;Outro
IGUACU CAFE;4;131,68;Outro
IGUACU CAFE;5;344,7;Outro
IGUACU CAFE;6;394,18;Outro
IGUACU CAFE;7;187,34;Outro
IGUACU CAFE;8;138,24;Outro
IGUACU CAFE;9;104,81;Outro
IGUATEMI;1;1.070;Outro
IGUATEMI;10;506;Outro
IGUATEMI;11;327,48;Outro
IGUATEMI;12;420,01;Outro
IGUATEMI;2;1.000,12;Outro
IGUATEMI;3;1.232,53;Outro
IGUATEMI;4;1.056,66;Outro
IGUATEMI;5;1.032,41;Outro
IGUATEMI;6;1.006,16;Outro
IGUATEMI;7;867,07;Outro
IGUATEMI;8;704,05;Outro
IGUATEMI;9;663,15;Outro
INCOSPAL;11;643,6;Outro
INDS ROMI;1;689,97;Outro
INDS ROMI;10;328,19;Outro
INDS ROMI;11;285,54;Outro
INDS ROMI;12;233,87;Outro
INDS ROMI;2;785,12;Outro
INDS ROMI;3;784,4;Outro
INDS ROMI;4;845,13;Outro
INDS ROMI;5;957,08;Outro
INDS ROMI;6;910,88;Outro
INDS ROMI;7;869,69;Outro
INDS ROMI;8;715,36;Outro
INDS ROMI;9;584,57;Outro
INDUSVAL;1;340,69;Outro
INDUSVAL;10;141,41;Outro
INDUSVAL;11;101,73;Outro
INDUSVAL;12;80,2;Outro
INDUSVAL;2;552,33;Outro
INDUSVAL;3;254,66;Outro
INDUSVAL;4;261,66;Outro
INDUSVAL;5;346,83;Outro
INDUSVAL;6;381,9;Outro
INDUSVAL;7;270,38;Outro
INDUSVAL;8;260,53;Outro
INDUSVAL;9;181,28;Outro
INEPAR;1;1.953,37;Outro
INEPAR;10;2.153,34;Outro
INEPAR;11;951,76;Outro
INEPAR;12;977,44;Outro
INEPAR;2;1.634,74;Outro
INEPAR;3;1.828,7;Outro
INEPAR;4;2.424,62;Outro
INEPAR;5;4.185,38;Outro
INEPAR;6;4.314,49;Outro
INEPAR;7;3.934,03;Outro
INEPAR;8;3.641,61;Outro
INEPAR;9;3.024,51;Outro
INEPAR TEL;1;24,35;Outro
INEPAR TEL;10;5,1;Outro
INEPAR TEL;11;3,84;Outro
INEPAR TEL;12;8,07;Outro
INEPAR TEL;2;25,53;Outro
INEPAR TEL;3;26,9;Outro
INEPAR TEL;4;22,21;Outro
INEPAR TEL;5;18,36;Outro
INEPAR TEL;6;15,6;Outro
INEPAR TEL;7;9,45;Outro
INEPAR TEL;8;9,36;Outro
INEPAR TEL;9;6,71;Outro
INPAR S/A;1;711,93;Outro
INPAR S/A;10;75,42;Outro
INPAR S/A;11;63,73;Outro
INPAR S/A;12;67,87;Outro
INPAR S/A;2;655,7;Outro
INPAR S/A;3;732,96;Outro
INPAR S/A;4;548,84;Outro
INPAR S/A;5;648,09;Outro
INPAR S/A;6;592,54;Outro
INPAR S/A;7;432,78;Outro
INPAR S/A;8;229,89;Outro
INPAR S/A;9;152,23;Outro
INVEST BEMGE;1;79,99;Outros
INVEST BEMGE;4;75,01;Outros
INVEST BEMGE;5;47,45;Outros
INVEST BEMGE;7;383;Outros
INVEST TUR;1;14.676,41;Outro
INVEST TUR;10;9.072,31;Outro
INVEST TUR;11;6.930,03;Outro
INVEST TUR;12;7.038,51;Outro
INVEST TUR;2;13.435,86;Outro
INVEST TUR;3;12.412,62;Outro
INVEST TUR;4;12.653,25;Outro
INVEST TUR;5;15.731,57;Outro
INVEST TUR;6;13.353,31;Outro
INVEST TUR;7;16.695,87;Outro
INVEST TUR;8;13.936,55;Outro
INVEST TUR;9;10.520,94;Outro
INVESTCO;12;2,8;Outro
INVESTCO;6;2,8;Outro
IOCHP-MAXION;1;1.979,15;Automóveis e Motocicletas
IOCHP-MAXION;10;813,15;Automóveis e Motocicletas
IOCHP-MAXION;11;483,66;Automóveis e Motocicletas
IOCHP-MAXION;12;437,47;Automóveis e Motocicletas
IOCHP-MAXION;2;1.562,38;Automóveis e Motocicletas
IOCHP-MAXION;3;1.788,05;Automóveis e Motocicletas
IOCHP-MAXION;4;1.563,58;Automóveis e Motocicletas
IOCHP-MAXION;5;1.902,57;Automóveis e Motocicletas
IOCHP-MAXION;6;1.917,95;Automóveis e Motocicletas
IOCHP-MAXION;7;1.570,17;Automóveis e Motocicletas
IOCHP-MAXION;8;1.340,11;Automóveis e Motocicletas
IOCHP-MAXION;9;1.293,3;Automóveis e Motocicletas
IPIRANGA DIS;1;717,22;Petróleo, Gás e Biocombustíveis
IPIRANGA PET;1;1.280,88;Petróleo, Gás e Biocombustíveis
IPIRANGA REF;1;1.514,12;Petróleo, Gás e Biocombustíveis
IRONX MINER;7;293,67;Outro
IRONX MINER;8;857,03;Outro
ISHARES BOVA;12;906,07;Outro
ISHARES MILA;12;165,87;Outro
ISHARES SMAL;12;215,31;Outro
ITAU;1;6,18;Serviços Bancários
ITAU;10;6;Serviços Bancários
ITAU;11;9,84;Serviços Bancários
ITAU;12;114,61;Serviços Bancários
ITAU;2;57,6;Serviços Bancários
ITAU;3;79,99;Serviços Bancários
ITAU;4;80,77;Serviços Bancários
ITAU;5;155,47;Serviços Bancários
ITAU;6;21,94;Serviços Bancários
ITAU;7;120,35;Serviços Bancários
ITAU;8;9,22;Serviços Bancários
ITAU;9;27,26;Serviços Bancários
ITAU    /ED;10;6,12;Serviços Bancários
ITAU    /ED;11;2,61;Serviços Bancários
ITAU    /ED;2;14,77;Serviços Bancários
ITAU    /ED;3;4,52;Serviços Bancários
ITAU    /ED;4;11,31;Serviços Bancários
ITAU    /ED;5;66,08;Serviços Bancários
ITAU    /ED;7;1,14;Serviços Bancários
ITAU    /ED;8;49,93;Serviços Bancários
ITAU    /ED;9;5,41;Serviços Bancários
ITAU    /EDB;6;4,15;Serviços Bancários
ITAU    /EDJ;12;2,13;Serviços Bancários
ITAU    /EDJ;2;17,6;Serviços Bancários
ITAU    /EDJ;3;7,24;Serviços Bancários
ITAU    /EJ;11;12,47;Serviços Bancários
ITAUBANCO;1;7.703,56;Serviços Bancários
ITAUBANCO;10;4.434,44;Serviços Bancários
ITAUBANCO;11;3.245,01;Serviços Bancários
ITAUBANCO;12;3.657,98;Serviços Bancários
ITAUBANCO;2;7.845,82;Serviços Bancários
ITAUBANCO;3;7.095,18;Serviços Bancários
ITAUBANCO;4;7.212,38;Serviços Bancários
ITAUBANCO;5;10.768,86;Serviços Bancários
ITAUBANCO;6;8.427,95;Serviços Bancários
ITAUBANCO;7;6.722,93;Serviços Bancários
ITAUBANCO;8;5.474,62;Serviços Bancários
ITAUBANCO;9;5.114,84;Serviços Bancários
ITAUE;1;102,76;Serviços Bancários
ITAUE;10;183,05;Serviços Bancários
ITAUE;11;41,08;Serviços Bancários
ITAUE;12;75,81;Serviços Bancários
ITAUE;2;251,62;Serviços Bancários
ITAUE;3;42,28;Serviços Bancários
ITAUE;4;69,18;Serviços Bancários
ITAUE;5;85,17;Serviços Bancários
ITAUE;6;74,14;Serviços Bancários
ITAUE;7;149,65;Serviços Bancários
ITAUE;8;2,8;Serviços Bancários
ITAUE;9;74,69;Serviços Bancários
ITAUE   /ED;10;7,84;Serviços Bancários
ITAUE   /ED;11;3,9;Serviços Bancários
ITAUE   /ED;4;1,93;Serviços Bancários
ITAUE   /ED;8;139,69;Serviços Bancários
ITAUE   /ED;9;5,18;Serviços Bancários
ITAUE   /EDB;6;1,81;Serviços Bancários
ITAUE   /EDJ;3;0,08;Serviços Bancários
ITAUSA;1;2.470,47;Serviços Bancários
ITAUSA;10;1.699,19;Serviços Bancários
ITAUSA;11;1.236,43;Serviços Bancários
ITAUSA;12;1.216,66;Serviços Bancários
ITAUSA;2;2.672,96;Serviços Bancários
ITAUSA;3;2.393,93;Serviços Bancários
ITAUSA;4;2.321,97;Serviços Bancários
ITAUSA;5;2.729,66;Serviços Bancários
ITAUSA;6;2.827,79;Serviços Bancários
ITAUSA;7;2.341,72;Serviços Bancários
ITAUSA;8;1.978,08;Serviços Bancários
ITAUSA;9;1.862,94;Serviços Bancários
ITAUTEC;1;890,32;Serviços Bancários
ITAUTEC;10;267,01;Serviços Bancários
ITAUTEC;11;86,08;Serviços Bancários
ITAUTEC;12;289,79;Serviços Bancários
ITAUTEC;2;1.507,98;Serviços Bancários
ITAUTEC;3;1.076,97;Serviços Bancários
ITAUTEC;4;995,67;Serviços Bancários
ITAUTEC;5;1.296,98;Serviços Bancários
ITAUTEC;6;1.269,59;Serviços Bancários
ITAUTEC;7;815,02;Serviços Bancários
