Empresa;Mês;Abertura;Segmento
3M;1;4615,67;BDR
3M;10;4920,62;BDR
3M;11;4636,61;BDR
3M;12;4481,61;BDR
3M;2;3621,99;BDR
3M;3;4214,05;BDR
3M;4;3326,86;BDR
3M;5;3957,06;BDR
3M;6;3288;BDR
3M;7;4977,89;BDR
3M;8;7308,51;BDR
3M;9;7573,1;BDR
3R PETROLEUM;11;563,66;Petróleo, Gás e Biocombustíveis
3R PETROLEUM;12;1233,54;Petróleo, Gás e Biocombustíveis
AB INBEV;1;6943,37;Bebidas
AB INBEV;10;3283,65;Bebidas
AB INBEV;11;999,76;Bebidas
AB INBEV;12;1200,93;Bebidas
AB INBEV;2;4678,53;Bebidas
AB INBEV;3;4189,83;Bebidas
AB INBEV;4;3334,66;Bebidas
AB INBEV;5;3373,63;Bebidas
AB INBEV;6;2645,51;Bebidas
AB INBEV;7;3983,32;Bebidas
AB INBEV;8;5564,48;Bebidas
AB INBEV;9;4296,01;Bebidas
ABB LTD;10;254,76;BDR
ABB LTD;11;620,35;BDR
ABB LTD;12;697,84;BDR
ABBOTT;1;1749,9;BDR
ABBOTT;10;2735,28;BDR
ABBOTT;11;2709,76;BDR
ABBOTT;12;2631,34;BDR
ABBOTT;2;1320,53;BDR
ABBOTT;3;1307,71;BDR
ABBOTT;4;1570,65;BDR
ABBOTT;5;2492,6;BDR
ABBOTT;6;943,69;BDR
ABBOTT;7;1143,19;BDR
ABBOTT;8;2422,99;BDR
ABBOTT;9;2395,19;BDR
ABBVIE;1;3643,43;BDR
ABBVIE;10;8644,23;BDR
ABBVIE;11;8477,3;BDR
ABBVIE;12;10306,78;BDR
ABBVIE;2;2013;BDR
ABBVIE;3;822,6;BDR
ABBVIE;4;3786,8;BDR
ABBVIE;5;5570,61;BDR
ABBVIE;6;5881,25;BDR
ABBVIE;7;5675,79;BDR
ABBVIE;8;6222,57;BDR
ABBVIE;9;10648,74;BDR
ABC BRASIL;1;1606,13;Serviços Bancários
ABC BRASIL;10;1420,23;Serviços Bancários
ABC BRASIL;11;969,3;Serviços Bancários
ABC BRASIL;12;732,85;Serviços Bancários
ABC BRASIL;2;1089,69;Serviços Bancários
ABC BRASIL;3;1171,84;Serviços Bancários
ABC BRASIL;4;764,62;Serviços Bancários
ABC BRASIL;5;721,84;Serviços Bancários
ABC BRASIL;6;1278,53;Serviços Bancários
ABC BRASIL;7;1362,11;Serviços Bancários
ABC BRASIL;8;1098,89;Serviços Bancários
ABC BRASIL;9;1118,29;Serviços Bancários
ABCB;9;0,2;BDR
ABEV;1;303,01;Bebidas
ABEV;10;376,08;Bebidas
ABEV;2;133,65;Bebidas
ABEV;3;158,73;Bebidas
ABEV;4;137,54;Bebidas
ABEV;5;141,38;Bebidas
ABEV;6;391,25;Bebidas
ABEV;7;469,3;Bebidas
ABEV;8;296,05;Bebidas
ABEV;9;273,25;Bebidas
ABEV    /EJ;1;16,91;Bebidas
ABEV  FM;1;80,63;Bebidas
ABEV  FM;10;125,56;Bebidas
ABEV  FM;2;57,23;Bebidas
ABEV  FM;3;88,1;Bebidas
ABEV  FM;4;95,04;Bebidas
ABEV  FM;5;111,14;Bebidas
ABEV  FM;6;129,24;Bebidas
ABEV  FM;7;138,05;Bebidas
ABEV  FM;8;93,94;Bebidas
ABEV  FM;9;72,5;Bebidas
ABEV  FM/EJ;1;7,34;Bebidas
ABEVE;1;498,32;Bebidas
ABEVE;10;811,2;Bebidas
ABEVE;2;588,82;Bebidas
ABEVE;3;1488,85;Bebidas
ABEVE;4;1157,92;Bebidas
ABEVE;5;1058,02;Bebidas
ABEVE;6;867,21;Bebidas
ABEVE;7;557,2;Bebidas
ABEVE;8;840,83;Bebidas
ABEVE;9;905,85;Bebidas
ABEVE    /EJ;1;17,76;Bebidas
ABEVE  FM;1;43,37;Bebidas
ABEVE  FM;10;80,41;Bebidas
ABEVE  FM;2;50,53;Bebidas
ABEVE  FM;3;77,13;Bebidas
ABEVE  FM;4;76,04;Bebidas
ABEVE  FM;5;65,62;Bebidas
ABEVE  FM;6;106,25;Bebidas
ABEVE  FM;7;100,48;Bebidas
ABEVE  FM;8;90,71;Bebidas
ABEVE  FM;9;68,74;Bebidas
ABEVE  FM/EJ;1;6,2;Bebidas
ABIOMED INC;10;8128,68;BDR
ABIOMED INC;11;6217,58;BDR
ABIOMED INC;12;4430,99;BDR
ABIOMED INC;2;182,2;BDR
ABIOMED INC;3;720,98;BDR
ABIOMED INC;4;250,36;BDR
ABIOMED INC;7;6364,56;BDR
ABIOMED INC;8;8026,4;BDR
ABIOMED INC;9;7832,73;BDR
ACCENTURE;1;8681,12;BDR
ACCENTURE;10;15222,73;BDR
ACCENTURE;11;15649,89;BDR
ACCENTURE;12;19592,94;BDR
ACCENTURE;2;4626,48;BDR
ACCENTURE;3;6306;BDR
ACCENTURE;4;8427,77;BDR
ACCENTURE;5;12953,04;BDR
ACCENTURE;6;2130,01;BDR
ACCENTURE;7;10513,23;BDR
ACCENTURE;8;15343,69;BDR
ACCENTURE;9;22586,46;BDR
ACO ALTONA;1;857,31;BDR
ACO ALTONA;10;707,82;BDR
ACO ALTONA;11;546,73;BDR
ACO ALTONA;12;729,59;BDR
ACO ALTONA;2;623,93;BDR
ACO ALTONA;3;433,73;BDR
ACO ALTONA;4;460,24;BDR
ACO ALTONA;5;388,49;BDR
ACO ALTONA;6;747,91;BDR
ACO ALTONA;7;844,93;BDR
ACO ALTONA;8;701,23;BDR
ACO ALTONA;9;701,18;BDR
ACTIVISION;1;1737,7;BDR
ACTIVISION;10;9515,4;BDR
ACTIVISION;11;8439,53;BDR
ACTIVISION;12;8858,65;BDR
ACTIVISION;2;1649,37;BDR
ACTIVISION;3;4173,82;BDR
ACTIVISION;4;3428,71;BDR
ACTIVISION;5;5468,62;BDR
ACTIVISION;6;4711,97;BDR
ACTIVISION;7;4639,22;BDR
ACTIVISION;8;15519,78;BDR
ACTIVISION;9;12986,93;BDR
ADOBE INC;1;6309,39;BDR
ADOBE INC;10;10636,19;BDR
ADOBE INC;11;1033,78;BDR
ADOBE INC;12;1011,88;BDR
ADOBE INC;2;4800,19;BDR
ADOBE INC;3;5225,86;BDR
ADOBE INC;4;6754,97;BDR
ADOBE INC;5;7115,9;BDR
ADOBE INC;6;6367,21;BDR
ADOBE INC;7;10800,18;BDR
ADOBE INC;8;12918,34;BDR
ADOBE INC;9;15729,44;BDR
ADVANCE AUTO;10;1348,75;BDR
ADVANCE AUTO;11;1030,29;BDR
ADVANCE AUTO;12;951,88;BDR
ADVANCE AUTO;2;1349,13;BDR
ADVANCE AUTO;3;1044,53;BDR
ADVANCE AUTO;4;384,15;BDR
ADVANCE AUTO;5;1483,85;BDR
ADVANCE AUTO;6;2032,34;BDR
ADVANCE AUTO;7;2673,97;BDR
ADVANCE AUTO;8;4053,32;BDR
ADVANCE AUTO;9;1684,86;BDR
ADVANCED MIC;1;818,05;BDR
ADVANCED MIC;10;9763,73;BDR
ADVANCED MIC;11;9062,36;BDR
ADVANCED MIC;12;9620,9;BDR
ADVANCED MIC;2;4230,6;BDR
ADVANCED MIC;3;3806,16;BDR
ADVANCED MIC;4;6099,78;BDR
ADVANCED MIC;5;7318,04;BDR
ADVANCED MIC;6;5263,14;BDR
ADVANCED MIC;7;8880,8;BDR
ADVANCED MIC;8;17239,97;BDR
ADVANCED MIC;9;14740,22;BDR
ADVANCED-DH;1;121,17;BDR
ADVANCED-DH;10;86,84;BDR
ADVANCED-DH;11;79,4;BDR
ADVANCED-DH;12;71,25;BDR
ADVANCED-DH;2;106,88;BDR
ADVANCED-DH;3;74,86;BDR
ADVANCED-DH;4;99,02;BDR
ADVANCED-DH;5;91,87;BDR
ADVANCED-DH;6;107,13;BDR
ADVANCED-DH;7;113,44;BDR
ADVANCED-DH;8;94,35;BDR
ADVANCED-DH;9;87,55;BDR
AEGON NV;10;47,31;BDR
AEGON NV;11;311,4;BDR
AEGON NV;12;384,64;BDR
AERIS;11;186,08;Máquinas e Equipamentos
AERIS;12;312,3;Máquinas e Equipamentos
AES CORP;10;1340,3;BDR
AES CORP;11;1471,2;BDR
AES CORP;12;1567,27;BDR
AES CORP;2;76,97;BDR
AES CORP;3;429,75;BDR
AES CORP;6;70,09;BDR
AES CORP;8;172,05;BDR
AES CORP;9;191,28;BDR
AES TIETE E;1;1646,5;BDR
AES TIETE E;10;1282,81;BDR
AES TIETE E;11;879,14;BDR
AES TIETE E;12;915,96;BDR
AES TIETE E;2;1269,27;BDR
AES TIETE E;3;1508,91;BDR
AES TIETE E;4;1409,97;BDR
AES TIETE E;5;1249,91;BDR
AES TIETE E;6;1253,62;BDR
AES TIETE E;7;2136,59;BDR
AES TIETE E;8;1768,22;BDR
AES TIETE E;9;1379,53;BDR
AFLAC INC;10;816,78;BDR
AFLAC INC;11;2231,2;BDR
AFLAC INC;12;1612,78;BDR
AFLAC INC;2;411,88;BDR
AFLAC INC;3;1047,51;BDR
AFLAC INC;5;199,22;BDR
AFLAC INC;8;407;BDR
AFLAC INC;9;594,94;BDR
AFLUENTE T;1;560,79;BDR
AFLUENTE T;10;411,64;BDR
AFLUENTE T;11;359,24;BDR
AFLUENTE T;12;386,9;BDR
AFLUENTE T;2;436,37;BDR
AFLUENTE T;3;345,47;BDR
AFLUENTE T;4;296,47;BDR
AFLUENTE T;5;298,41;BDR
AFLUENTE T;6;434,84;BDR
AFLUENTE T;7;503,43;BDR
AFLUENTE T;8;431,85;BDR
AFLUENTE T;9;405,19;BDR
AGILENT TECH;10;589,58;BDR
AGILENT TECH;11;594,7;BDR
AGILENT TECH;12;1814,32;BDR
AGILENT TECH;3;186,22;BDR
AGILENT TECH;4;214,4;BDR
AGILENT TECH;7;248,4;BDR
AGILENT TECH;8;273,08;BDR
AGILENT TECH;9;268,2;BDR
AGRO PONTAL;9;1660;BDR
AIG GROUP;1;209,14;BDR
AIG GROUP;10;1422,01;BDR
AIG GROUP;11;1793,45;BDR
AIG GROUP;12;1963,53;BDR
AIG GROUP;2;1434,64;BDR
AIG GROUP;3;1735,74;BDR
AIG GROUP;4;667,23;BDR
AIG GROUP;5;310;BDR
AIG GROUP;6;337,26;BDR
AIG GROUP;8;494,01;BDR
AIG GROUP;9;317,62;BDR
AIR PRODUCTS;10;2474,09;BDR
AIR PRODUCTS;11;1882,56;BDR
AIR PRODUCTS;12;694,49;BDR
AIR PRODUCTS;2;279;BDR
AIR PRODUCTS;3;508,99;BDR
AIR PRODUCTS;4;569,5;BDR
AIR PRODUCTS;5;343,51;BDR
AIR PRODUCTS;9;1184,33;BDR
AKAMAI TECHN;10;3468,06;BDR
AKAMAI TECHN;11;774,61;BDR
AKAMAI TECHN;12;674,19;BDR
AKAMAI TECHN;2;1939,95;BDR
AKAMAI TECHN;3;447,22;BDR
AKAMAI TECHN;4;1851,82;BDR
AKAMAI TECHN;5;3956,82;BDR
AKAMAI TECHN;6;2444,07;BDR
AKAMAI TECHN;7;5959;BDR
AKAMAI TECHN;8;6378,32;BDR
AKAMAI TECHN;9;2083,32;BDR
ALASKA AIR G;10;660,81;BDR
ALASKA AIR G;11;1222,77;BDR
ALASKA AIR G;12;1865,78;BDR
ALASKA AIR G;3;1446,93;BDR
ALASKA AIR G;4;478,8;BDR
ALASKA AIR G;5;700,76;BDR
ALASKA AIR G;6;820,12;BDR
ALASKA AIR G;7;577,99;BDR
ALASKA AIR G;8;794,24;BDR
ALASKA AIR G;9;1072,01;BDR
ALBEMARLE CO;10;3195,57;BDR
ALBEMARLE CO;11;11876,83;BDR
ALBEMARLE CO;12;10792,57;BDR
ALBEMARLE CO;2;1110,78;BDR
ALBEMARLE CO;3;286,5;BDR
ALBEMARLE CO;5;339,29;BDR
ALBEMARLE CO;7;919;BDR
ALBEMARLE CO;8;1978,52;BDR
ALBEMARLE CO;9;1490,5;BDR
ALEXANDRIA R;10;897,61;BDR
ALEXANDRIA R;11;686,4;BDR
ALEXANDRIA R;12;3120,15;BDR
ALEXANDRIA R;5;634,67;BDR
ALEXANDRIA R;6;399;BDR
ALEXANDRIA R;7;224,91;BDR
ALEXANDRIA R;8;461,23;BDR
ALEXANDRIA R;9;891,62;BDR
ALEXION PHAR;1;2461,43;BDR
ALEXION PHAR;10;5728,16;BDR
ALEXION PHAR;11;4420,69;BDR
ALEXION PHAR;12;2832,09;BDR
ALEXION PHAR;2;1771,58;BDR
ALEXION PHAR;3;1266,65;BDR
ALEXION PHAR;4;1921,71;BDR
ALEXION PHAR;5;3234,42;BDR
ALEXION PHAR;6;2983,31;BDR
ALEXION PHAR;7;4866,28;BDR
ALEXION PHAR;8;4547,99;BDR
ALEXION PHAR;9;2426,36;BDR
ALFA CONSORC;1;1644,42;Previdência e Seguros
ALFA CONSORC;10;1073,79;Previdência e Seguros
ALFA CONSORC;11;891,3;Previdência e Seguros
ALFA CONSORC;12;882,3;Previdência e Seguros
ALFA CONSORC;2;798,43;Previdência e Seguros
ALFA CONSORC;3;489,56;Previdência e Seguros
ALFA CONSORC;4;289,01;Previdência e Seguros
ALFA CONSORC;5;506,85;Previdência e Seguros
ALFA CONSORC;6;951,46;Previdência e Seguros
ALFA CONSORC;7;1711,06;Previdência e Seguros
ALFA CONSORC;8;1454,08;Previdência e Seguros
ALFA CONSORC;9;1224,78;Previdência e Seguros
ALFA FINANC;1;594,3;BDR
ALFA FINANC;10;486,78;BDR
ALFA FINANC;11;407,81;BDR
ALFA FINANC;12;479,54;BDR
ALFA FINANC;2;440,4;BDR
ALFA FINANC;3;447,04;BDR
ALFA FINANC;4;374,03;BDR
ALFA FINANC;5;373,3;BDR
ALFA FINANC;6;501,14;BDR
ALFA FINANC;7;535,19;BDR
ALFA FINANC;8;455,21;BDR
ALFA FINANC;9;468,28;BDR
ALFA HOLDING;1;822,24;Intermediários Financeiros
ALFA HOLDING;10;435,6;Intermediários Financeiros
ALFA HOLDING;11;432,86;Intermediários Financeiros
ALFA HOLDING;12;557,04;Intermediários Financeiros
ALFA HOLDING;2;572,05;Intermediários Financeiros
ALFA HOLDING;3;359,12;Intermediários Financeiros
ALFA HOLDING;4;261,19;Intermediários Financeiros
ALFA HOLDING;5;322,13;Intermediários Financeiros
ALFA HOLDING;6;584,81;Intermediários Financeiros
ALFA HOLDING;7;727,36;Intermediários Financeiros
ALFA HOLDING;8;654,04;Intermediários Financeiros
ALFA HOLDING;9;573,49;Intermediários Financeiros
ALFA INVEST;1;761,08;BDR
ALFA INVEST;10;505,18;BDR
ALFA INVEST;11;637,38;BDR
ALFA INVEST;12;649,42;BDR
ALFA INVEST;2;557,6;BDR
ALFA INVEST;3;557,7;BDR
ALFA INVEST;4;281;BDR
ALFA INVEST;5;338,03;BDR
ALFA INVEST;6;530,86;BDR
ALFA INVEST;7;666,09;BDR
ALFA INVEST;8;619,33;BDR
ALFA INVEST;9;558,85;BDR
ALIANSCSONAE;1;2650,64;Exploração de Imóveis
ALIANSCSONAE;10;2201,47;Exploração de Imóveis
ALIANSCSONAE;11;1027,96;Exploração de Imóveis
ALIANSCSONAE;12;1159,32;Exploração de Imóveis
ALIANSCSONAE;2;2174,95;Exploração de Imóveis
ALIANSCSONAE;3;1622,02;Exploração de Imóveis
ALIANSCSONAE;4;1190,07;Exploração de Imóveis
ALIANSCSONAE;5;1479,43;Exploração de Imóveis
ALIANSCSONAE;6;2208,99;Exploração de Imóveis
ALIANSCSONAE;7;2566,5;Exploração de Imóveis
ALIANSCSONAE;8;2577,53;Exploração de Imóveis
ALIANSCSONAE;9;2569,79;Exploração de Imóveis
ALIBABAGR;1;25364,04;BDR
ALIBABAGR;10;23966,74;BDR
ALIBABAGR;11;1076,81;BDR
ALIBABAGR;12;951,74;BDR
ALIBABAGR;2;19769,06;BDR
ALIBABAGR;3;16760,78;BDR
ALIBABAGR;4;26222,81;BDR
ALIBABAGR;5;34940,47;BDR
ALIBABAGR;6;39981,92;BDR
ALIBABAGR;7;46018,91;BDR
ALIBABAGR;8;56590,41;BDR
ALIBABAGR;9;58380,05;BDR
ALIGN TECHNO;10;3865,62;BDR
ALIGN TECHNO;11;7705,08;BDR
ALIGN TECHNO;12;12003,07;BDR
ALIGN TECHNO;3;596,6;BDR
ALIGN TECHNO;4;1062,9;BDR
ALIGN TECHNO;5;1881,19;BDR
ALIGN TECHNO;6;2302,28;BDR
ALIGN TECHNO;7;395,08;BDR
ALIGN TECHNO;8;1275,03;BDR
ALIGN TECHNO;9;848,69;BDR
ALIPERTI;9;6190;BDR
ALLEGION PLC;10;578,51;BDR
ALLEGION PLC;11;295,01;BDR
ALLEGION PLC;12;1424,7;BDR
ALLEGION PLC;2;289,8;BDR
ALLEGION PLC;3;272,55;BDR
ALLEGION PLC;4;263,13;BDR
ALLIANCE DAT;10;838,16;BDR
ALLIANCE DAT;11;1641,37;BDR
ALLIANCE DAT;12;1816,8;BDR
ALLIANCE DAT;2;111,71;BDR
ALLIANCE DAT;3;312,4;BDR
ALLIANCE DAT;4;117;BDR
ALLIANCE DAT;5;125,12;BDR
ALLIANCE DAT;6;191,97;BDR
ALLIANCE DAT;7;167,49;BDR
ALLIANCE DAT;8;248,5;BDR
ALLIANCE DAT;9;181,32;BDR
ALLIANT ENER;10;1543,37;BDR
ALLIANT ENER;11;1738,87;BDR
ALLIANT ENER;12;532,98;BDR
ALLIANT ENER;3;674,7;BDR
ALLIANT ENER;6;257,03;BDR
ALLIAR;1;2035,56;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;10;569,93;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;11;435,99;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;12;466,88;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;2;1296,18;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;3;940,34;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;4;646,76;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;5;632,16;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;6;1103,64;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;7;1016,55;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;8;707,95;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLIAR;9;774,85;Serviços Médico - Hospitalares, Análises e Diagnósticos
ALLSTATE COR;10;1024,52;BDR
ALLSTATE COR;11;794,68;BDR
ALLSTATE COR;12;817,83;BDR
ALLSTATE COR;3;648,86;BDR
ALLSTATE COR;5;299;BDR
ALLSTATE COR;8;262,51;BDR
ALNYLAM PHAR;10;460,71;BDR
ALNYLAM PHAR;11;598,47;BDR
ALNYLAM PHAR;12;546,3;BDR
ALPAE;2;0,45;BDR
ALPAE;3;0,24;BDR
ALPAE;9;0,4;BDR
ALPARGATAS;1;4018,74;BDR
ALPARGATAS;10;4058,28;BDR
ALPARGATAS;11;3085,02;BDR
ALPARGATAS;12;3104,45;BDR
ALPARGATAS;2;2961,48;BDR
ALPARGATAS;3;2408,73;BDR
ALPARGATAS;4;2032,44;BDR
ALPARGATAS;5;2119,03;BDR
ALPARGATAS;6;2692,77;BDR
ALPARGATAS;7;3017,95;BDR
ALPARGATAS;8;3177,18;BDR
ALPARGATAS;9;3507,92;BDR
ALPER S.A.;1;1797,21;Previdência e Seguros
ALPER S.A.;10;1299,16;Previdência e Seguros
ALPER S.A.;11;1281,36;Previdência e Seguros
ALPER S.A.;12;1334,79;Previdência e Seguros
ALPER S.A.;2;1023,47;Previdência e Seguros
ALPER S.A.;3;891,16;Previdência e Seguros
ALPER S.A.;4;925,5;Previdência e Seguros
ALPER S.A.;5;754,38;Previdência e Seguros
ALPER S.A.;6;1091,27;Previdência e Seguros
ALPER S.A.;7;1727,62;Previdência e Seguros
ALPER S.A.;8;1197,09;Previdência e Seguros
ALPER S.A.;9;1359,29;Previdência e Seguros
ALPHABET;1;17041,74;BDR
ALPHABET;10;10051,41;BDR
ALPHABET;11;2551;BDR
ALPHABET;12;2455,48;BDR
ALPHABET;2;14870,07;BDR
ALPHABET;3;18125,23;BDR
ALPHABET;4;17702,77;BDR
ALPHABET;5;22318,96;BDR
ALPHABET;6;19978;BDR
ALPHABET;7;23089,2;BDR
ALPHABET;8;24068,46;BDR
ALPHABET;9;21423,09;BDR
ALPHAVILLE;12;670,31;Construção Civil
ALSOE;10;0,6;BDR
ALTERYX INC;10;39,1;BDR
ALTERYX INC;11;352,38;BDR
ALTERYX INC;12;477,63;BDR
ALTRIA GROUP;1;3112,58;BDR
ALTRIA GROUP;10;3937,72;BDR
ALTRIA GROUP;11;3457,59;BDR
ALTRIA GROUP;12;3881,36;BDR
ALTRIA GROUP;2;1755,13;BDR
ALTRIA GROUP;3;1471,64;BDR
ALTRIA GROUP;4;1479,74;BDR
ALTRIA GROUP;5;1267,16;BDR
ALTRIA GROUP;6;1022,58;BDR
ALTRIA GROUP;7;643,66;BDR
ALTRIA GROUP;8;2351,14;BDR
ALTRIA GROUP;9;4075,69;BDR
ALUMAZON;6;1010;BDR
ALUP;10;0,06;BDR
ALUPAR;1;2319,95;Energia Elétrica
ALUPAR;10;1978,99;Energia Elétrica
ALUPAR;11;1639,76;Energia Elétrica
ALUPAR;12;1746,2;Energia Elétrica
ALUPAR;2;2043,31;Energia Elétrica
ALUPAR;3;2318,44;Energia Elétrica
ALUPAR;4;2029,33;Energia Elétrica
ALUPAR;5;1809,63;Energia Elétrica
ALUPAR;6;1842,35;Energia Elétrica
ALUPAR;7;2412,02;Energia Elétrica
ALUPAR;8;2148,99;Energia Elétrica
ALUPAR;9;2068,71;Energia Elétrica
ALUPE;10;0,49;BDR
ALUPE;4;3,23;BDR
ALUPE;6;19,56;BDR
AMAZON;1;140980,37;BDR
AMAZON;10;191625,36;BDR
AMAZON;11;37803,15;BDR
AMAZON;12;2099,88;BDR
AMAZON;2;149513,62;BDR
AMAZON;3;200176,26;BDR
AMAZON;4;237179,71;BDR
AMAZON;5;272122,52;BDR
AMAZON;6;285953,75;BDR
AMAZON;7;363647,8;BDR
AMAZON;8;372227,68;BDR
AMAZON;9;334540,2;BDR
AMAZON GOLF;3;40;BDR
AMAZON GOLF;9;40;BDR
AMAZONIA;1;1802,78;BDR
AMAZONIA;10;1665,69;BDR
AMAZONIA;11;1539,19;BDR
AMAZONIA;12;1672,86;BDR
AMAZONIA;2;1433,69;BDR
AMAZONIA;3;1344,3;BDR
AMAZONIA;4;1295,24;BDR
AMAZONIA;5;1204,85;BDR
AMAZONIA;6;1364,24;BDR
AMAZONIA;7;1852,29;BDR
AMAZONIA;8;1598,27;BDR
AMAZONIA;9;1744,44;BDR
AMBEV S/A;1;2035,82;Bebidas
AMBEV S/A;10;1944,19;Bebidas
AMBEV S/A;11;573,77;Bebidas
AMBEV S/A;12;613,27;Bebidas
AMBEV S/A;2;2557,63;Bebidas
AMBEV S/A;3;1744,15;Bebidas
AMBEV S/A;4;1461,9;Bebidas
AMBEV S/A;5;1343,62;Bebidas
AMBEV S/A;6;2034,39;Bebidas
AMBEV S/A;7;2435,25;Bebidas
AMBEV S/A;8;2503,02;Bebidas
AMBEV S/A;9;2032,75;Bebidas
AMBIPAR;10;1449,65;Água e Saneamento
AMBIPAR;11;1041,57;Água e Saneamento
AMBIPAR;12;1072,93;Água e Saneamento
AMBIPAR;7;1125,16;Água e Saneamento
AMBIPAR;8;1360,4;Água e Saneamento
AMBIPAR;9;1481,73;Água e Saneamento
AMCOR PLC;10;60,32;BDR
AMCOR PLC;11;188,72;BDR
AMCOR PLC;12;759,8;BDR
AMEREN CORP;10;930,96;BDR
AMEREN CORP;11;212,5;BDR
AMEREN CORP;12;1404,33;BDR
AMEREN CORP;3;169,34;BDR
AMERICAMOVIL;10;193,01;BDR
AMERICAMOVIL;11;529,26;BDR
AMERICAMOVIL;12;511,89;BDR
AMERICAN AIR;1;796,37;BDR
AMERICAN AIR;10;1470,62;BDR
AMERICAN AIR;11;1416,52;BDR
AMERICAN AIR;12;1687,35;BDR
AMERICAN AIR;2;180,67;BDR
AMERICAN AIR;3;1370,15;BDR
AMERICAN AIR;4;1141,22;BDR
AMERICAN AIR;5;1822,67;BDR
AMERICAN AIR;6;2291,82;BDR
AMERICAN AIR;7;1968,97;BDR
AMERICAN AIR;8;1651,79;BDR
AMERICAN AIR;9;1611,72;BDR
AMERICAN ELE;10;1781,24;BDR
AMERICAN ELE;11;3091,29;BDR
AMERICAN ELE;12;3233,07;BDR
AMERICAN ELE;2;1327,52;BDR
AMERICAN ELE;3;2514,75;BDR
AMERICAN ELE;4;1952,15;BDR
AMERICAN ELE;5;1126,74;BDR
AMERICAN ELE;6;440,4;BDR
AMERICAN ELE;7;216,01;BDR
AMERICAN ELE;8;686,75;BDR
AMERICAN ELE;9;630,35;BDR
AMERICAN EXP;1;6916,47;BDR
AMERICAN EXP;10;8519,67;BDR
AMERICAN EXP;11;8435,86;BDR
AMERICAN EXP;12;9869,52;BDR
AMERICAN EXP;2;8638,12;BDR
AMERICAN EXP;3;5781,54;BDR
AMERICAN EXP;4;4551,53;BDR
AMERICAN EXP;5;8087,95;BDR
AMERICAN EXP;6;7496,33;BDR
AMERICAN EXP;7;10083,79;BDR
AMERICAN EXP;8;14094,52;BDR
AMERICAN EXP;9;7157,01;BDR
AMERICAN TOW;10;2711,95;BDR
AMERICAN TOW;11;3220,46;BDR
AMERICAN TOW;12;3989,69;BDR
AMERICAN TOW;2;253,64;BDR
AMERICAN TOW;3;235,42;BDR
AMERICAN TOW;5;1015,84;BDR
AMERICAN TOW;6;329,7;BDR
AMERICAN TOW;7;346,26;BDR
AMERICAN TOW;8;4120,33;BDR
AMERICAN TOW;9;4365,16;BDR
AMERICAN WAT;10;1080,53;BDR
AMERICAN WAT;11;211,5;BDR
AMERICAN WAT;12;958,12;BDR
AMERICAN WAT;3;130,16;BDR
AMERICAN WAT;8;599,6;BDR
AMERICAN WAT;9;382,81;BDR
AMERIPRISE F;10;473,65;BDR
AMERIPRISE F;11;988,41;BDR
AMERIPRISE F;12;2932,58;BDR
AMERIPRISE F;3;296,56;BDR
AMERIPRISE F;6;407,39;BDR
AMERISOURCEB;10;1383,59;BDR
AMERISOURCEB;11;1465,33;BDR
AMERISOURCEB;12;1541,34;BDR
AMERISOURCEB;3;226;BDR
AMERISOURCEB;4;256,5;BDR
AMERISOURCEB;5;269,11;BDR
AMERISOURCEB;9;1311,13;BDR
AMETEK INC;10;304,79;BDR
AMETEK INC;11;325,11;BDR
AMETEK INC;12;296,05;BDR
AMETEK INC;5;244;BDR
AMETEK INC;8;276,6;BDR
AMETEK INC;9;558,5;BDR
AMGEN;1;15453,2;BDR
AMGEN;10;25481,13;BDR
AMGEN;11;900,1;BDR
AMGEN;12;836,26;BDR
AMGEN;2;11665,67;BDR
AMGEN;3;13750,41;BDR
AMGEN;4;21389,47;BDR
AMGEN;5;25039,89;BDR
AMGEN;6;17756,45;BDR
AMGEN;7;30726,5;BDR
AMGEN;8;29337,79;BDR
AMGEN;9;24010,97;BDR
AMPHENOL COR;10;651,87;BDR
AMPHENOL COR;11;330;BDR
AMPHENOL COR;12;1009,28;BDR
AMPHENOL COR;3;215,85;BDR
AMPHENOL COR;4;447,7;BDR
AMPHENOL COR;5;484,81;BDR
AMPHENOL COR;8;295,2;BDR
AMPLA ENERG;1;683,83;BDR
AMPLA ENERG;10;528,04;BDR
AMPLA ENERG;11;389,98;BDR
AMPLA ENERG;12;337,41;BDR
AMPLA ENERG;2;284,69;BDR
AMPLA ENERG;3;298,95;BDR
AMPLA ENERG;4;266,39;BDR
AMPLA ENERG;5;320,02;BDR
AMPLA ENERG;6;487,27;BDR
AMPLA ENERG;7;477,42;BDR
AMPLA ENERG;8;412,99;BDR
