Empresa;Mês;Abertura;Segmento
DXC TECHNOLO;5;174,6;BDR
DXC TECHNOLO;6;178,95;BDR
DXC TECHNOLO;7;365,07;BDR
DXC TECHNOLO;8;745,5;BDR
DXC TECHNOLO;9;1351,95;BDR
E TRADE FINA;3;207,5;BDR
E TRADE FINA;9;287,55;BDR
EASTMAN CHEM;11;471,31;BDR
EASTMAN CHEM;2;134,76;BDR
EASTMAN CHEM;3;213,52;BDR
EASTMAN CHEM;4;143,8;BDR
EASTMAN CHEM;5;172,56;BDR
EASTMAN CHEM;6;185,85;BDR
EASTMAN CHEM;8;205;BDR
EATON CORP P;10;3602,59;BDR
EATON CORP P;11;1900,61;BDR
EATON CORP P;12;2979,99;BDR
EATON CORP P;2;214,01;BDR
EATON CORP P;3;186,11;BDR
EATON CORP P;9;1404,45;BDR
EBAY;1;145,58;BDR
EBAY;10;2856,73;BDR
EBAY;11;2668,31;BDR
EBAY;12;2497,7;BDR
EBAY;2;722,5;BDR
EBAY;3;793,33;BDR
EBAY;4;722,47;BDR
EBAY;5;1443,57;BDR
EBAY;6;737,58;BDR
EBAY;7;1389,37;BDR
EBAY;8;2445,88;BDR
EBAY;9;2704,53;BDR
ECOLAB INC;10;2259,86;BDR
ECOLAB INC;11;1697,49;BDR
ECOLAB INC;12;839,71;BDR
ECOLAB INC;2;2471,38;BDR
ECOLAB INC;3;1228,63;BDR
ECOLAB INC;4;1625,06;BDR
ECOLAB INC;5;3112,03;BDR
ECOLAB INC;6;2694,49;BDR
ECOLAB INC;7;4583,34;BDR
ECOLAB INC;8;4569,9;BDR
ECOLAB INC;9;1636,95;BDR
ECOPETROL SA;10;107,41;BDR
ECOPETROL SA;11;218,46;BDR
ECOPETROL SA;12;365,72;BDR
ECOR;1;235,57;BDR
ECOR;10;18,88;BDR
ECOR;2;69,93;BDR
ECOR;3;26,53;BDR
ECOR;4;32,74;BDR
ECOR;5;79,66;BDR
ECOR;6;160,64;BDR
ECOR;7;162,72;BDR
ECOR;8;52,32;BDR
ECOR;9;18,02;BDR
ECOR  FM;1;52,72;BDR
ECOR  FM;10;33,47;BDR
ECOR  FM;2;28,24;BDR
ECOR  FM;3;8,38;BDR
ECOR  FM;4;30,75;BDR
ECOR  FM;5;44,84;BDR
ECOR  FM;6;71,91;BDR
ECOR  FM;7;76,95;BDR
ECOR  FM;8;42,27;BDR
ECOR  FM;9;48,84;BDR
ECORE;1;6,92;BDR
ECORE;10;133,01;BDR
ECORE;2;96,34;BDR
ECORE;3;157,27;BDR
ECORE;4;42,89;BDR
ECORE;5;73,63;BDR
ECORE;6;90,15;BDR
ECORE;7;37,32;BDR
ECORE;8;67,87;BDR
ECORE;9;101,77;BDR
ECORE  FM;1;12,34;BDR
ECORE  FM;10;37,07;BDR
ECORE  FM;2;15,99;BDR
ECORE  FM;3;8,52;BDR
ECORE  FM;4;9,7;BDR
ECORE  FM;5;15,22;BDR
ECORE  FM;6;27,41;BDR
ECORE  FM;7;28,29;BDR
ECORE  FM;8;25,73;BDR
ECORE  FM;9;41,68;BDR
ECORODOVIAS;1;1342,4;BDR
ECORODOVIAS;10;1021,6;BDR
ECORODOVIAS;11;463,19;BDR
ECORODOVIAS;12;522,18;BDR
ECORODOVIAS;2;1184,61;BDR
ECORODOVIAS;3;708,11;BDR
ECORODOVIAS;4;872,19;BDR
ECORODOVIAS;5;663,04;BDR
ECORODOVIAS;6;980,99;BDR
ECORODOVIAS;7;1340,51;BDR
ECORODOVIAS;8;1063,22;BDR
ECORODOVIAS;9;870,61;BDR
EDIPAN;12;980,01;BDR
EDIPAN;9;970;BDR
EDISON INTER;10;646,63;BDR
EDISON INTER;11;320,56;BDR
EDISON INTER;2;161,02;BDR
EDISON INTER;3;553,07;BDR
EDISON INTER;4;160,4;BDR
EDISON INTER;5;153,8;BDR
EDISON INTER;9;416,87;BDR
EDWARDS LIFE;10;1463,17;BDR
EDWARDS LIFE;11;1557,32;BDR
EDWARDS LIFE;12;1335,68;BDR
EDWARDS LIFE;3;237,67;BDR
EDWARDS LIFE;4;313,13;BDR
EDWARDS LIFE;6;178,2;BDR
EDWARDS LIFE;7;103,39;BDR
EDWARDS LIFE;8;432,86;BDR
EDWARDS LIFE;9;553,6;BDR
EGIE;1;930,49;Energia
EGIE;10;85,49;Energia
EGIE;2;278,14;Energia
EGIE;3;55,27;Energia
EGIE;4;126,31;Energia
EGIE;5;130,51;Energia
EGIE;6;357,68;Energia
EGIE;7;244,46;Energia
EGIE;8;20,08;Energia
EGIE;9;7,22;Energia
EGIE    /ED;8;94,3;Energia
EGIE  FM;1;117,7;Energia
EGIE  FM;10;82,69;Energia
EGIE  FM;2;78,84;Energia
EGIE  FM;3;131,4;Energia
EGIE  FM;4;34,6;Energia
EGIE  FM;5;57,29;Energia
EGIE  FM;6;75,29;Energia
EGIE  FM;7;93,21;Energia
EGIE  FM;8;55,13;Energia
EGIE  FM;9;93,31;Energia
EGIE  FM/ED;8;27,17;Energia
EGIEE;1;305,04;Energia
EGIEE;10;304,85;Energia
EGIEE;2;472,86;Energia
EGIEE;3;710,04;Energia
EGIEE;4;700,4;Energia
EGIEE;5;228,69;Energia
EGIEE;6;27,94;Energia
EGIEE;7;192,54;Energia
EGIEE;8;1,25;Energia
EGIEE;9;255,7;Energia
EGIEE    /ED;8;141,42;Energia
EGIEE  FM;1;54,1;Energia
EGIEE  FM;10;128,21;Energia
EGIEE  FM;2;75,84;Energia
EGIEE  FM;3;72,33;Energia
EGIEE  FM;4;39,58;Energia
EGIEE  FM;5;58,54;Energia
EGIEE  FM;6;36,49;Energia
EGIEE  FM;7;50,98;Energia
EGIEE  FM;8;44,42;Energia
EGIEE  FM;9;118,52;Energia
EGIEE  FM/ED;8;20,71;Energia
ELECTR ARTS;1;220,75;BDR
ELECTR ARTS;10;7627,3;BDR
ELECTR ARTS;11;6579,86;BDR
ELECTR ARTS;12;6976,53;BDR
ELECTR ARTS;2;1173,14;BDR
ELECTR ARTS;3;470,93;BDR
ELECTR ARTS;4;588,62;BDR
ELECTR ARTS;5;3050,5;BDR
ELECTR ARTS;6;2867,21;BDR
ELECTR ARTS;7;3310,3;BDR
ELECTR ARTS;8;10147,04;BDR
ELECTR ARTS;9;13693,8;BDR
ELEKEIROZ;1;854,73;BDR
ELEKEIROZ;2;691,07;BDR
ELEKEIROZ;3;782,13;BDR
ELEKEIROZ;4;643,7;BDR
ELEKEIROZ;5;487,63;BDR
ELEKEIROZ;6;1326,17;BDR
ELEKEIROZ;7;61,22;BDR
ELEKTRO;1;737,13;Energia Elétrica
ELEKTRO;10;674,91;Energia Elétrica
ELEKTRO;11;1301,31;Energia Elétrica
ELEKTRO;12;998,62;Energia Elétrica
ELEKTRO;2;369,27;Energia Elétrica
ELEKTRO;3;572,26;Energia Elétrica
ELEKTRO;4;364,08;Energia Elétrica
ELEKTRO;5;282,76;Energia Elétrica
ELEKTRO;6;421,43;Energia Elétrica
ELEKTRO;7;472,1;Energia Elétrica
ELEKTRO;8;727,45;Energia Elétrica
ELEKTRO;9;678,81;Energia Elétrica
ELET;1;1970,81;Energia Elétrica
ELET;10;964,79;Energia Elétrica
ELET;2;473,12;Energia Elétrica
ELET;3;193,67;Energia Elétrica
ELET;4;1203,67;Energia Elétrica
ELET;5;529,19;Energia Elétrica
ELET;6;1393,67;Energia Elétrica
ELET;7;3507,07;Energia Elétrica
ELET;8;1256,12;Energia Elétrica
ELET;9;1008,63;Energia Elétrica
ELET    /EDR;7;23,7;Energia Elétrica
ELET    /EDR;8;256,39;Energia Elétrica
ELET  FM;1;268,79;Energia Elétrica
ELET  FM;10;422,1;Energia Elétrica
ELET  FM;2;210,52;Energia Elétrica
ELET  FM;3;212,26;Energia Elétrica
ELET  FM;4;276,42;Energia Elétrica
ELET  FM;5;438,07;Energia Elétrica
ELET  FM;6;536,25;Energia Elétrica
ELET  FM;7;657,69;Energia Elétrica
ELET  FM;8;399,99;Energia Elétrica
ELET  FM;9;406,47;Energia Elétrica
ELET  FM/EDR;7;47,04;Energia Elétrica
ELET  FM/EDR;8;129,3;Energia Elétrica
ELETE;1;197,87;Energia Elétrica
ELETE;10;1593,39;Energia Elétrica
ELETE;2;1061,44;Energia Elétrica
ELETE;3;2731,68;Energia Elétrica
ELETE;4;1829,76;Energia Elétrica
ELETE;5;1088,32;Energia Elétrica
ELETE;6;1068,46;Energia Elétrica
ELETE;7;519,07;Energia Elétrica
ELETE;8;1242,2;Energia Elétrica
ELETE;9;1673,03;Energia Elétrica
ELETE    /ED;7;33,03;Energia Elétrica
ELETE    /ED;8;50,18;Energia Elétrica
ELETE  FM;1;151,95;Energia Elétrica
ELETE  FM;10;293,91;Energia Elétrica
ELETE  FM;2;227,16;Energia Elétrica
ELETE  FM;3;167,89;Energia Elétrica
ELETE  FM;4;209,56;Energia Elétrica
ELETE  FM;5;235,34;Energia Elétrica
ELETE  FM;6;301,79;Energia Elétrica
ELETE  FM;7;315,28;Energia Elétrica
ELETE  FM;8;362,3;Energia Elétrica
ELETE  FM;9;396,47;Energia Elétrica
ELETE  FM/ED;7;22,89;Energia Elétrica
ELETE  FM/ED;8;62,29;Energia Elétrica
ELETROBRAS;1;9328,35;Energia Elétrica
ELETROBRAS;10;6680,13;Energia Elétrica
ELETROBRAS;11;3412,68;Energia Elétrica
ELETROBRAS;12;3455,9;Energia Elétrica
ELETROBRAS;2;8077,46;Energia Elétrica
ELETROBRAS;3;5525,27;Energia Elétrica
ELETROBRAS;4;4314,41;Energia Elétrica
ELETROBRAS;5;4240,01;Energia Elétrica
ELETROBRAS;6;5709,86;Energia Elétrica
ELETROBRAS;7;8609,75;Energia Elétrica
ELETROBRAS;8;8439,28;Energia Elétrica
ELETROBRAS;9;7416,4;Energia Elétrica
ELETROPAR;1;1741,03;Energia Elétrica
ELETROPAR;10;1203,75;Energia Elétrica
ELETROPAR;11;644,96;Energia Elétrica
ELETROPAR;12;827,43;Energia Elétrica
ELETROPAR;2;1216,91;Energia Elétrica
ELETROPAR;3;228,38;Energia Elétrica
ELETROPAR;4;500,01;Energia Elétrica
ELETROPAR;5;461,95;Energia Elétrica
ELETROPAR;6;381,84;Energia Elétrica
ELETROPAR;7;386,72;Energia Elétrica
ELETROPAR;8;1934,81;Energia Elétrica
ELETROPAR;9;1912,81;Energia Elétrica
EMAE;1;1726,67;Saneamento
EMAE;10;1643,56;Saneamento
EMAE;11;1581,58;Saneamento
EMAE;12;1936,46;Saneamento
EMAE;2;1389,53;Saneamento
EMAE;3;1306,55;Saneamento
EMAE;4;1138,2;Saneamento
EMAE;5;1117,04;Saneamento
EMAE;6;1308,57;Saneamento
EMAE;7;1378,69;Saneamento
EMAE;8;1234,15;Saneamento
EMAE;9;1354,52;Saneamento
EMBR;1;206,04;Aviões
EMBR;10;94,69;Aviões
EMBR;2;77,96;Aviões
EMBR;3;36,12;Aviões
EMBR;4;87,39;Aviões
EMBR;5;58,68;Aviões
EMBR;6;554,61;Aviões
EMBR;7;265,12;Aviões
EMBR;8;93,58;Aviões
EMBR;9;31,91;Aviões
EMBR  FM;1;56,2;Aviação
EMBR  FM;10;77,83;Aviação
EMBR  FM;2;54,51;Aviação
EMBR  FM;3;49,33;Aviação
EMBR  FM;4;53,44;Aviação
EMBR  FM;5;80,38;Aviação
EMBR  FM;6;172,73;Aviação
EMBR  FM;7;130,99;Aviação
EMBR  FM;8;81,37;Aviação
EMBR  FM;9;65,45;Aviação
EMBRAER;1;1777,02;Aviões
EMBRAER;10;935,01;Aviões
EMBRAER;11;300,87;Aviões
EMBRAER;12;354,97;Aviões
EMBRAER;2;1322,34;Aviões
EMBRAER;3;975,27;Aviões
EMBRAER;4;806,69;Aviões
EMBRAER;5;909,26;Aviões
EMBRAER;6;1492,52;Aviões
EMBRAER;7;1454,3;Aviões
EMBRAER;8;1026,78;Aviões
EMBRAER;9;985,35;Aviões
EMBRE;1;74;Telefonia 
EMBRE;10;358,62;Telefonia 
EMBRE;2;151,26;Telefonia 
EMBRE;3;434,53;Telefonia 
EMBRE;4;351,84;Telefonia 
EMBRE;5;283,12;Telefonia 
EMBRE;6;231,74;Telefonia 
EMBRE;7;339,97;Telefonia 
EMBRE;8;316,19;Telefonia 
EMBRE;9;326,55;Telefonia 
EMBRE  FM;1;38,2;Aviação
EMBRE  FM;10;51,96;Aviação
EMBRE  FM;2;37,15;Aviação
EMBRE  FM;3;33,46;Aviação
EMBRE  FM;4;37,83;Aviação
EMBRE  FM;5;69,31;Aviação
EMBRE  FM;6;110,13;Aviação
EMBRE  FM;7;98,13;Aviação
EMBRE  FM;8;73,16;Aviação
EMBRE  FM;9;58,63;Aviação
EMERSON ELEC;10;759,92;BDR
EMERSON ELEC;11;395,95;BDR
EMERSON ELEC;12;410;BDR
EMERSON ELEC;3;446,2;BDR
EMERSON ELEC;6;321;BDR
EMERSON ELEC;9;1473,47;BDR
ENAT;10;0,74;Energia
ENAT;9;0,59;Energia
ENAUTA PART;1;1782,19;Petróleo, Gás e Biocombustíveis
ENAUTA PART;10;1016,27;Petróleo, Gás e Biocombustíveis
ENAUTA PART;11;397,88;Petróleo, Gás e Biocombustíveis
ENAUTA PART;12;440,53;Petróleo, Gás e Biocombustíveis
ENAUTA PART;2;1504,32;Petróleo, Gás e Biocombustíveis
ENAUTA PART;3;1008,02;Petróleo, Gás e Biocombustíveis
ENAUTA PART;4;934,5;Petróleo, Gás e Biocombustíveis
ENAUTA PART;5;771,17;Petróleo, Gás e Biocombustíveis
ENAUTA PART;6;972,49;Petróleo, Gás e Biocombustíveis
ENAUTA PART;7;1191,05;Petróleo, Gás e Biocombustíveis
ENAUTA PART;8;1204,18;Petróleo, Gás e Biocombustíveis
ENAUTA PART;9;1023,83;Petróleo, Gás e Biocombustíveis
ENBR;1;240,18;Energia Elétrica
ENBR;10;56,44;Energia Elétrica
ENBR;2;89,26;Energia Elétrica
ENBR;3;21,42;Energia Elétrica
ENBR;4;83,99;Energia Elétrica
ENBR;5;47,53;Energia Elétrica
ENBR;6;107,87;Energia Elétrica
ENBR;7;55,03;Energia Elétrica
ENBR;8;2,23;Energia Elétrica
ENBR;9;70,09;Energia Elétrica
ENBR    /ED;4;3,88;Energia Elétrica
ENBR    /EJ;1;17,83;Energia Elétrica
ENBR  FM;1;19,27;Energia Elétrica
ENBR  FM;10;47,86;Energia Elétrica
ENBR  FM;2;30,53;Energia Elétrica
ENBR  FM;3;31,08;Energia Elétrica
ENBR  FM;4;16,5;Energia Elétrica
ENBR  FM;5;35,54;Energia Elétrica
ENBR  FM;6;40,63;Energia Elétrica
ENBR  FM;7;47,21;Energia Elétrica
ENBR  FM;8;42,47;Energia Elétrica
ENBR  FM;9;58,77;Energia Elétrica
ENBR  FM/ED;4;10,85;Energia Elétrica
ENBR  FM/EJ;1;8,97;Energia Elétrica
ENBRE;1;31,15;Energia Elétrica
ENBRE;10;76,12;Energia Elétrica
ENBRE;2;140,6;Energia Elétrica
ENBRE;3;201,68;Energia Elétrica
ENBRE;4;173,53;Energia Elétrica
ENBRE;5;136,09;Energia Elétrica
ENBRE;6;212,9;Energia Elétrica
ENBRE;7;8,59;Energia Elétrica
ENBRE;8;78,94;Energia Elétrica
ENBRE;9;64,19;Energia Elétrica
ENBRE    /ED;4;5,3;Energia Elétrica
ENBRE    /EJ;1;0,84;Energia Elétrica
ENBRE  FM;1;12,79;Energia Elétrica
ENBRE  FM;10;44,97;Energia Elétrica
ENBRE  FM;2;21,04;Energia Elétrica
ENBRE  FM;3;19,02;Energia Elétrica
ENBRE  FM;4;7,57;Energia Elétrica
ENBRE  FM;5;21,36;Energia Elétrica
ENBRE  FM;6;18,17;Energia Elétrica
ENBRE  FM;7;22,87;Energia Elétrica
ENBRE  FM;8;36,11;Energia Elétrica
ENBRE  FM;9;48,88;Energia Elétrica
ENBRE  FM/ED;4;2,31;Energia Elétrica
ENBRE  FM/EJ;1;8,07;Energia Elétrica
ENCORPAR;1;864,11;BDR
ENCORPAR;10;585,95;BDR
ENCORPAR;11;366;BDR
ENCORPAR;12;292;BDR
ENCORPAR;2;849,2;BDR
ENCORPAR;3;74;BDR
ENCORPAR;4;149,99;BDR
ENCORPAR;6;75;BDR
ENCORPAR;7;74,99;BDR
ENCORPAR;8;467,99;BDR
ENCORPAR;9;1703,04;BDR
ENEL AMERICA;10;116,21;BDR
ENEL AMERICA;11;441,46;BDR
ENEL AMERICA;12;782,59;BDR
ENERGIAS BR;1;1872,85;Energia Elétrica
ENERGIAS BR;10;1359,66;Energia Elétrica
ENERGIAS BR;11;743,08;Energia Elétrica
ENERGIAS BR;12;779,44;Energia Elétrica
ENERGIAS BR;2;1781;Energia Elétrica
ENERGIAS BR;3;1956,06;Energia Elétrica
ENERGIAS BR;4;1062,44;Energia Elétrica
ENERGIAS BR;5;1000,8;Energia Elétrica
ENERGIAS BR;6;1496,84;Energia Elétrica
ENERGIAS BR;7;1735,2;Energia Elétrica
ENERGIAS BR;8;1510,71;Energia Elétrica
ENERGIAS BR;9;1349,93;Energia Elétrica
ENERGISA;1;3750,79;Energia Elétrica
ENERGISA;10;2797,28;Energia Elétrica
ENERGISA;11;2706,11;Energia Elétrica
ENERGISA;12;2885,88;Energia Elétrica
ENERGISA;2;3072,55;Energia Elétrica
ENERGISA;3;3144,72;Energia Elétrica
ENERGISA;4;2605,54;Energia Elétrica
ENERGISA;5;2565,4;Energia Elétrica
ENERGISA;6;3168,29;Energia Elétrica
ENERGISA;7;3355,75;Energia Elétrica
ENERGISA;8;3262,76;Energia Elétrica
ENERGISA;9;3012,34;Energia Elétrica
ENERGISA MT;1;1374,6;Energia Elétrica
ENERGISA MT;10;910,55;Energia Elétrica
ENERGISA MT;11;685,46;Energia Elétrica
ENERGISA MT;12;920,16;Energia Elétrica
ENERGISA MT;2;1031,19;Energia Elétrica
ENERGISA MT;3;677,84;Energia Elétrica
ENERGISA MT;4;1152,82;Energia Elétrica
ENERGISA MT;5;923,49;Energia Elétrica
ENERGISA MT;6;1514,89;Energia Elétrica
ENERGISA MT;7;1306,6;Energia Elétrica
ENERGISA MT;8;1006,29;Energia Elétrica
ENERGISA MT;9;1665,87;Energia Elétrica
ENEV;10;30,93;Energia Elétrica
ENEV;3;12,04;Energia Elétrica
ENEV;4;42,29;Energia Elétrica
ENEV;5;38,43;Energia Elétrica
ENEV;6;126,42;Energia Elétrica
ENEV;7;228,38;Energia Elétrica
ENEV;8;49,5;Energia Elétrica
ENEV;9;16,51;Energia Elétrica
ENEVA;1;4508,18;Energia Elétrica
ENEVA;10;3305,89;Energia Elétrica
ENEVA;11;2304,5;Energia Elétrica
ENEVA;12;2296,34;Energia Elétrica
ENEVA;2;2776,64;Energia Elétrica
ENEVA;3;2659,55;Energia Elétrica
ENEVA;4;2048,77;Energia Elétrica
ENEVA;5;1908,27;Energia Elétrica
ENEVA;6;2432,31;Energia Elétrica
ENEVA;7;3851,38;Energia Elétrica
ENEVA;8;3027,72;Energia Elétrica
ENEVA;9;2756,83;Energia Elétrica
ENEVE;10;150,77;Energia Elétrica
ENEVE;3;9,68;Energia Elétrica
ENEVE;4;9,95;Energia Elétrica
ENEVE;6;6,96;Energia Elétrica
ENEVE;7;61,86;Energia Elétrica
ENEVE;8;20,43;Energia Elétrica
ENEVE;9;93,68;Energia Elétrica
ENGI;10;6,54;Energia Elétrica
ENGI;7;3,79;Energia Elétrica
ENGI;8;1,12;Energia Elétrica
ENGI;9;11,36;Energia Elétrica
ENGI    /ED;3;1;Energia Elétrica
ENGIE;10;46,13;Energia Elétrica
ENGIE;3;25,53;Energia Elétrica
ENGIE;7;1,93;Energia Elétrica
ENGIE;8;51,14;Energia Elétrica
ENGIE;9;56,29;Energia Elétrica
ENGIE    /ED;3;3;Energia Elétrica
ENGIE    /ED;8;1,08;Energia Elétrica
ENGIE BRASIL;1;3666,66;Energia Elétrica
ENGIE BRASIL;10;2985,5;Energia Elétrica
ENGIE BRASIL;11;1728,16;Energia Elétrica
ENGIE BRASIL;12;1753,03;Energia Elétrica
ENGIE BRASIL;2;3204,34;Energia Elétrica
ENGIE BRASIL;3;3745,3;Energia Elétrica
ENGIE BRASIL;4;3067,41;Energia Elétrica
ENGIE BRASIL;5;2587,89;Energia Elétrica
ENGIE BRASIL;6;2925,09;Energia Elétrica
ENGIE BRASIL;7;4118,51;Energia Elétrica
ENGIE BRASIL;8;3487,68;Energia Elétrica
ENGIE BRASIL;9;3040,66;Energia Elétrica
ENJOEI;11;285,54;Programas e Serviços
ENJOEI;12;426,95;Programas e Serviços
ENTERGY CORP;10;299,95;BDR
ENTERGY CORP;12;262,08;BDR
ENTERGY CORP;3;205,48;BDR
EOG RESOURCE;10;306,75;BDR
EOG RESOURCE;11;207,85;BDR
EOG RESOURCE;12;1462,26;BDR
EOG RESOURCE;2;771,69;BDR
EOG RESOURCE;3;1067,4;BDR
EOG RESOURCE;4;494,98;BDR
EOG RESOURCE;5;726,91;BDR
EOG RESOURCE;6;979,53;BDR
EOG RESOURCE;7;996,66;BDR
EOG RESOURCE;8;135,6;BDR
EOG RESOURCE;9;114,01;BDR
EQTL;1;305,45;Energia Elétrica
EQTL;10;59,77;Energia Elétrica
EQTL;2;297,05;Energia Elétrica
EQTL;3;31,59;Energia Elétrica
EQTL;4;108,32;Energia Elétrica
EQTL;5;127,06;Energia Elétrica
EQTL;6;265,95;Energia Elétrica
EQTL;7;253,6;Energia Elétrica
EQTL;8;213,97;Energia Elétrica
EQTL;9;63,81;Energia Elétrica
EQTL    /ED;7;347,39;Energia Elétrica
EQTL  FM;1;39,13;Energia Elétrica
EQTL  FM;10;73,66;Energia Elétrica
EQTL  FM;2;23,49;Energia Elétrica
EQTL  FM;3;39,55;Energia Elétrica
EQTL  FM;4;42,5;Energia Elétrica
EQTL  FM;5;100,95;Energia Elétrica
EQTL  FM;6;123,94;Energia Elétrica
EQTL  FM;7;104,89;Energia Elétrica
EQTL  FM;8;118,9;Energia Elétrica
EQTL  FM;9;86,84;Energia Elétrica
EQTL  FM/ED;7;67,06;Energia Elétrica
EQTL PARA;1;776,45;Energia Elétrica
EQTL PARA;10;234,32;Energia Elétrica
EQTL PARA;11;196,02;Energia Elétrica
EQTL PARA;12;313,04;Energia Elétrica
EQTL PARA;2;414,87;Energia Elétrica
EQTL PARA;3;324,55;Energia Elétrica
EQTL PARA;4;256,16;Energia Elétrica
EQTL PARA;5;273,9;Energia Elétrica
EQTL PARA;6;416,11;Energia Elétrica
EQTL PARA;7;420,69;Energia Elétrica
EQTL PARA;8;262,71;Energia Elétrica
EQTL PARA;9;348,67;Energia Elétrica
EQTLE;1;10,93;Energia Elétrica
EQTLE;10;434,62;Energia Elétrica
EQTLE;2;70,46;Energia Elétrica
EQTLE;3;339,31;Energia Elétrica
EQTLE;4;379,72;Energia Elétrica
EQTLE;5;165,24;Energia Elétrica
EQTLE;6;70,16;Energia Elétrica
EQTLE;7;9,97;Energia Elétrica
EQTLE;8;220,1;Energia Elétrica
EQTLE;9;243,54;Energia Elétrica
EQTLE    /ED;7;40,81;Energia Elétrica
EQTLE  FM;1;17,8;Energia Elétrica
EQTLE  FM;10;105,3;Energia Elétrica
EQTLE  FM;2;19,44;Energia Elétrica
EQTLE  FM;3;34,38;Energia Elétrica
EQTLE  FM;4;31,88;Energia Elétrica
EQTLE  FM;5;61,73;Energia Elétrica
EQTLE  FM;6;50,85;Energia Elétrica
EQTLE  FM;7;48,75;Energia Elétrica
EQTLE  FM;8;97,69;Energia Elétrica
EQTLE  FM;9;109,11;Energia Elétrica
EQTLE  FM/ED;7;38,08;BDR
EQTLMARANHAO;1;50;Energia Elétrica
EQTLMARANHAO;10;705,04;Energia Elétrica
EQTLMARANHAO;11;445,76;Energia Elétrica
EQTLMARANHAO;12;646,13;Energia Elétrica
EQTLMARANHAO;2;564,48;Energia Elétrica
EQTLMARANHAO;3;574,5;Energia Elétrica
EQTLMARANHAO;4;289,8;Energia Elétrica
EQTLMARANHAO;5;143,99;Energia Elétrica
EQTLMARANHAO;6;369,97;Energia Elétrica
EQTLMARANHAO;7;476,38;Energia Elétrica
EQTLMARANHAO;8;645,69;Energia Elétrica
EQTLMARANHAO;9;299,29;Energia Elétrica
EQUATORIAL;1;1687,45;Energia Elétrica
EQUATORIAL;10;1820,75;Energia Elétrica
EQUATORIAL;11;854,33;Energia Elétrica
EQUATORIAL;12;894,02;Energia Elétrica
EQUATORIAL;2;1529,45;Energia Elétrica
EQUATORIAL;3;1621,58;Energia Elétrica
EQUATORIAL;4;1450,69;Energia Elétrica
EQUATORIAL;5;1237,46;Energia Elétrica
EQUATORIAL;6;1947,21;Energia Elétrica
EQUATORIAL;7;2006,59;Energia Elétrica
EQUATORIAL;8;1643,92;Energia Elétrica
EQUATORIAL;9;1564,21;Energia Elétrica
EQUIFAX INC;10;221,72;BDR
EQUIFAX INC;11;221,35;BDR
EQUIFAX INC;3;285,06;BDR
EQUIFAX INC;7;450,29;BDR
EQUIFAX INC;8;221,72;BDR
EQUINIX INC;1;8825,7;BDR
EQUINIX INC;10;7570,73;BDR
EQUINIX INC;11;907,6;BDR
EQUINIX INC;12;857,16;BDR
EQUINIX INC;2;4405,49;BDR
EQUINIX INC;3;3848,78;BDR
EQUINIX INC;4;7201,84;BDR
EQUINIX INC;5;9115,18;BDR
EQUINIX INC;6;10787,45;BDR
EQUINIX INC;7;17802,67;BDR
EQUINIX INC;8;19624;BDR
EQUINIX INC;9;14764,71;BDR
EQUINOR ASA;10;156,45;BDR
EQUINOR ASA;11;357,97;BDR
EQUINOR ASA;12;425,3;BDR
EQUITY RESID;10;865,51;BDR
EQUITY RESID;11;1601,63;BDR
EQUITY RESID;12;2316,42;BDR
EQUITY RESID;2;166,49;BDR
EQUITY RESID;9;299,38;BDR
ERICSSON LM;10;131,94;BDR
ERICSSON LM;11;362,11;BDR
ERICSSON LM;12;500,52;BDR
ESSEX PROPER;10;1157,35;BDR
ESSEX PROPER;11;1067,05;BDR
ESSEX PROPER;12;1756,84;BDR
ESSEX PROPER;5;136,34;BDR
ESSEX PROPER;7;569,07;BDR
ESSEX PROPER;8;1437,87;BDR
ESSEX PROPER;9;1254,2;BDR
ESTAPAR;10;433,19;Serviços Diversos
ESTAPAR;11;385,54;Serviços Diversos
ESTAPAR;12;370,56;Serviços Diversos
ESTAPAR;5;291,38;Serviços Diversos
ESTAPAR;6;424,6;Serviços Diversos
ESTAPAR;7;480,26;Serviços Diversos
ESTAPAR;8;442,01;Serviços Diversos
ESTAPAR;9;425,97;Serviços Diversos
ESTEE LAUDER;1;419,7;BDR
ESTEE LAUDER;10;2576,62;BDR
ESTEE LAUDER;11;695;BDR
ESTEE LAUDER;12;1390,14;BDR
ESTEE LAUDER;2;1341,09;BDR
ESTEE LAUDER;3;4113,29;BDR
ESTEE LAUDER;4;1790,12;BDR
ESTEE LAUDER;5;2476,3;BDR
ESTEE LAUDER;6;539,59;BDR
ESTEE LAUDER;7;509,36;BDR
ESTEE LAUDER;8;540,05;BDR
ESTEE LAUDER;9;5707,39;BDR
ESTRELA;1;297,13;Varejo
ESTRELA;10;1131,11;Varejo
ESTRELA;11;523,08;Varejo
ESTRELA;12;773,8;Varejo
ESTRELA;2;517,23;Varejo
ESTRELA;3;474,76;Varejo
ESTRELA;4;102;Varejo
ESTRELA;5;154,22;Varejo
ESTRELA;6;114,37;Varejo
ESTRELA;7;474,7;Varejo
ESTRELA;8;965,99;Varejo
ESTRELA;9;1148,02;Varejo
ETERNIT;1;615,98;BDR
ETERNIT;10;824,98;BDR
ETERNIT;11;491,8;BDR
ETERNIT;12;604,68;BDR
ETERNIT;2;373,04;BDR
ETERNIT;3;256,31;BDR
ETERNIT;4;154,04;BDR
ETERNIT;5;150,21;BDR
