Empresa;Abertura;Mês;Segmento
ELEKTRO;256,14;7;Energia Elétrica
ELEKTRO;230,79;8;Energia Elétrica
ELEKTRO;336,29;9;Energia Elétrica
ELEKTRO;286,53;10;Energia Elétrica
ELEKTRO;309,87;11;Energia Elétrica
ELEKTRO;430,16;12;Energia Elétrica
ELET;0,74;1;Energia Elétrica
ELET;1,5;2;Energia Elétrica
ELET;6,59;3;Energia Elétrica
ELET;30,47;4;Energia Elétrica
ELET;41,86;5;Energia Elétrica
ELET;1,08;6;Energia Elétrica
ELET;32,68;7;Energia Elétrica
ELET;8,67;8;Energia Elétrica
ELET;98,11;9;Energia Elétrica
ELET;57,6;10;Energia Elétrica
ELET;0,79;11;Energia Elétrica
ELET;232,71;12;Energia Elétrica
ELETE;10,4;1;Energia Elétrica
ELETE;8,33;2;Energia Elétrica
ELETE;54,78;3;Energia Elétrica
ELETE;27,94;4;Energia Elétrica
ELETE;22,76;5;Energia Elétrica
ELETE;11,02;6;Energia Elétrica
ELETE;9,11;7;Energia Elétrica
ELETE;7,46;8;Energia Elétrica
ELETE;4,37;9;Energia Elétrica
ELETE;8,68;10;Energia Elétrica
ELETE;32,33;11;Energia Elétrica
ELETE;160,1;12;Energia Elétrica
ELETROBRAS;3713,68;1;Energia Elétrica
ELETROBRAS;3128,42;2;Energia Elétrica
ELETROBRAS;4116,18;3;Energia Elétrica
ELETROBRAS;3621,12;4;Energia Elétrica
ELETROBRAS;4434,99;5;Energia Elétrica
ELETROBRAS;5393,44;6;Energia Elétrica
ELETROBRAS;4887,37;7;Energia Elétrica
ELETROBRAS;6588,97;8;Energia Elétrica
ELETROBRAS;6115,64;9;Energia Elétrica
ELETROBRAS;6085,7;10;Energia Elétrica
ELETROBRAS;4618,91;11;Energia Elétrica
ELETROBRAS;6162,98;12;Energia Elétrica
ELETROPAR;208,52;1;Energia Elétrica
ELETROPAR;515,23;2;Energia Elétrica
ELETROPAR;771,87;3;Energia Elétrica
ELETROPAR;595,09;4;Energia Elétrica
ELETROPAR;756,6;5;Energia Elétrica
ELETROPAR;662,08;6;Energia Elétrica
ELETROPAR;550,87;7;Energia Elétrica
ELETROPAR;1075,26;8;Energia Elétrica
ELETROPAR;428,72;9;Energia Elétrica
ELETROPAR;1053,93;10;Energia Elétrica
ELETROPAR;800,77;11;Energia Elétrica
ELETROPAR;802,64;12;Energia Elétrica
ELETROPAULO;2153,56;1;Energia Elétrica
ELETROPAULO;2272,94;2;Energia Elétrica
ELETROPAULO;6758,36;3;Energia Elétrica
ELETROPAULO;6485,09;4;Energia Elétrica
ELETROPAULO;3174;5;Energia Elétrica
ELETROPAULO;3244,94;6;Energia Elétrica
ELETROPAULO;8011,08;7;Energia Elétrica
ELETROPAULO;5457,31;8;Energia Elétrica
ELETROPAULO;4675,59;9;Energia Elétrica
ELETROPAULO;6247,68;10;Energia Elétrica
ELETROPAULO;5319,72;11;Energia Elétrica
ELETROPAULO;5100,13;12;Energia Elétrica
ELPL;5,52;1;Energia Elétrica
ELPL;33,98;2;Energia Elétrica
ELPL;54,46;3;Energia Elétrica
ELPL;0,74;4;Energia Elétrica
ELPL;28,19;5;Energia Elétrica
ELPL;2,88;6;Energia Elétrica
ELPL;28;7;Energia Elétrica
ELPL;42,96;9;Energia Elétrica
ELPL;44,91;10;Energia Elétrica
ELPL;36,57;11;Energia Elétrica
ELPL;0,35;12;Energia Elétrica
ELPL    /EJ;0,16;12;Energia Elétrica
ELPLE;1,44;1;Energia Elétrica
ELPLE;0,88;2;Energia Elétrica
ELPLE;28,25;3;Energia Elétrica
ELPLE;32,57;4;Energia Elétrica
ELPLE;0,9;5;Energia Elétrica
ELPLE;93,19;6;Energia Elétrica
ELPLE;3,96;7;Energia Elétrica
ELPLE;0,18;9;Energia Elétrica
ELPLE   /ED;0,65;5;Energia Elétrica
ELPLE   /ED;31;8;Energia Elétrica
ELPLE   /EJ;0,39;12;Energia Elétrica
ELUMA;32;1;Energia Elétrica
ELUMA;79;2;Energia Elétrica
ELUMA;30;3;Energia Elétrica
ELUMA;27,49;4;Energia Elétrica
ELUMA;17,1;5;Energia Elétrica
ELUMA;111,65;7;Energia Elétrica
ELUMA;29,99;8;Energia Elétrica
ELUMA;265,81;9;Energia Elétrica
ELUMA;406,05;10;Energia Elétrica
ELUMA;134,05;11;Energia Elétrica
ELUMA;103,01;12;Energia Elétrica
EMAE;205,82;1;Saneamento
EMAE;170,67;2;Saneamento
EMAE;306,31;3;Saneamento
EMAE;381,08;4;Saneamento
EMAE;455,28;5;Saneamento
EMAE;511,88;6;Saneamento
EMAE;407,82;7;Saneamento
EMAE;463,84;8;Saneamento
EMAE;349,36;9;Saneamento
EMAE;458,29;10;Saneamento
EMAE;460,71;11;Saneamento
EMAE;562,76;12;Saneamento
EMBR;20,54;1;Aviões
EMBR;0,34;2;Aviões
EMBR;0,1;3;Aviões
EMBR;9,22;4;Aviões
EMBR;0,57;5;Aviões
EMBR;0,13;6;Aviões
EMBR;2,26;8;Aviões
EMBR;11,28;9;Aviões
EMBR;12,9;10;Aviões
EMBR;0,38;12;Aviões
EMBR    /EJ;0,2;12;Aviões
EMBRAER;581,64;1;Aviões
EMBRAER;543,74;2;Aviões
EMBRAER;551,63;3;Aviões
EMBRAER;563,88;4;Aviões
EMBRAER;607,01;5;Aviões
EMBRAER;714,55;6;Aviões
EMBRAER;929,19;7;Aviões
EMBRAER;1044,45;8;Aviões
EMBRAER;1239,78;9;Aviões
EMBRAER;1404,92;10;Aviões
EMBRAER;1312,72;11;Aviões
EMBRAER;1153,01;12;Aviões
EMBRATEL PA;609,61;1;Aviação
EMBRATEL PA;586,54;2;Telefonia 
EMBRATEL PA;690,78;3;Telefonia 
EMBRATEL PA;655,39;4;Telefonia 
EMBRATEL PA;671,58;5;Telefonia 
EMBRATEL PA;765,38;6;Telefonia 
EMBRATEL PA;787,31;7;Telefonia 
EMBRATEL PA;797,2;8;Telefonia 
EMBRATEL PA;781,14;9;Telefonia 
EMBRATEL PA;967,15;10;Telefonia 
EMBRATEL PA;1016,36;11;Telefonia 
EMBRATEL PA;1138,17;12;Telefonia 
EMBRE;7,5;1;Telefonia 
EMBRE;0,6;2;Telefonia 
EMBRE;11,33;3;Telefonia 
EMBRE;0,87;4;Telefonia 
EMBRE;9,26;5;Telefonia 
EMBRE;0,14;6;Telefonia 
EMBRE;3,1;7;Telefonia 
EMBRE;2,93;8;Telefonia 
EMBRE;23,99;9;Telefonia 
EMBRE;4,92;10;Telefonia 
EMBRE;0,46;11;Telefonia 
EMBRE;24,78;12;Telefonia 
EMBRE   /EJ;5,21;12;Telefonia 
ENCORPAR;238,39;1;Outro
ENCORPAR;199,76;2;Outro
ENCORPAR;144,58;3;Outro
ENCORPAR;292,15;4;Outro
ENCORPAR;290,51;5;Outro
ENCORPAR;383,19;6;Outro
ENCORPAR;420,74;7;Outro
ENCORPAR;304,62;8;Outro
ENCORPAR;206,2;9;Outro
ENCORPAR;275,55;10;Outro
ENCORPAR;215,47;11;Outro
ENCORPAR;151,28;12;Outro
ENERGIAS BR;1138,53;1;Energia Elétrica
ENERGIAS BR;851,99;2;Energia Elétrica
ENERGIAS BR;1136,35;3;Energia Elétrica
ENERGIAS BR;1107,45;4;Energia Elétrica
ENERGIAS BR;1082,12;5;Energia Elétrica
ENERGIAS BR;1213,62;6;Energia Elétrica
ENERGIAS BR;1412,86;7;Energia Elétrica
ENERGIAS BR;1395,06;8;Energia Elétrica
ENERGIAS BR;1458,2;9;Energia Elétrica
ENERGIAS BR;1687,27;10;Energia Elétrica
ENERGIAS BR;1465,27;11;Energia Elétrica
ENERGIAS BR;1690,06;12;Energia Elétrica
ENERGISA;267,34;1;Energia Elétrica
ENERGISA;167,92;2;Energia Elétrica
ENERGISA;246,31;3;Energia Elétrica
ENERGISA;284,27;4;Energia Elétrica
ENERGISA;467,99;5;Energia Elétrica
ENERGISA;378,5;6;Energia Elétrica
ENERGISA;474,89;7;Energia Elétrica
ENERGISA;467,34;8;Energia Elétrica
ENERGISA;538,47;9;Energia Elétrica
ENERGISA;434,12;10;Energia Elétrica
ENERGISA;385,7;11;Energia Elétrica
ENERGISA;418,47;12;Energia Elétrica
ENERGISA PB;1280;9;Energia Elétrica
EQTL;0,14;5;Energia Elétrica
EQTL;15,22;6;Energia Elétrica
EQTL;0,92;12;Energia Elétrica
EQUATORIAL;477,8;1;Energia Elétrica
EQUATORIAL;606;2;Energia Elétrica
EQUATORIAL;729,74;3;Energia Elétrica
EQUATORIAL;624,14;4;Energia Elétrica
EQUATORIAL;736,98;5;Energia Elétrica
EQUATORIAL;749,85;6;Energia Elétrica
EQUATORIAL;785,58;7;Energia Elétrica
EQUATORIAL;909,08;8;Energia Elétrica
EQUATORIAL;1015,35;9;Energia Elétrica
EQUATORIAL;1143,25;10;Energia Elétrica
EQUATORIAL;912,27;11;Energia Elétrica
EQUATORIAL;946,21;12;Energia Elétrica
EST PIAUI;45,37;1;Outro
EST PIAUI;7,4;2;Outro
EST PIAUI;37,61;3;Outro
EST PIAUI;53,94;4;Outro
EST PIAUI;56;5;Outro
EST PIAUI;58,83;6;Outro
EST PIAUI;95,06;7;Outro
EST PIAUI;114,42;8;Outro
EST PIAUI;88,91;9;Outro
EST PIAUI;52,79;10;Outro
EST PIAUI;39,54;11;Outro
ESTACIO PAR;488,17;1;Outro
ESTACIO PAR;367,78;2;Outro
ESTACIO PAR;420,54;3;Outro
ESTACIO PAR;448,56;4;Outro
ESTACIO PAR;765,39;5;Outro
ESTACIO PAR;599,58;6;Outro
ESTACIO PAR;613,94;7;Outro
ESTACIO PAR;821,53;8;Outro
ESTACIO PAR;793,96;9;Outro
ESTACIO PAR;891,18;10;Outro
ESTACIO PAR;709,1;11;Outro
ESTACIO PAR;788,16;12;Outro
ESTRELA;13,37;1;Outro
ESTRELA;13,68;2;Outro
ESTRELA;30,07;3;Outro
ESTRELA;27,3;4;Outro
ESTRELA;35,16;5;Outro
ESTRELA;15;6;Outro
ESTRELA;37,35;7;Outro
ESTRELA;71,37;8;Outro
ESTRELA;24,01;9;Outro
ESTRELA;55,51;10;Outro
ESTRELA;72,46;11;Outro
ESTRELA;25,08;12;Outro
ETERNIT;272,7;1;Outro
ETERNIT;274,53;2;Outro
ETERNIT;322,34;3;Outro
ETERNIT;331,71;4;Outro
ETERNIT;392,57;5;Outro
ETERNIT;371,76;6;Outro
ETERNIT;461,09;7;Outro
ETERNIT;520,4;8;Outro
ETERNIT;486,65;9;Outro
ETERNIT;575,09;10;Outro
ETERNIT;540,28;11;Outro
ETERNIT;824,36;12;Outro
EUCATEX;27,21;1;Outro
EUCATEX;31,43;2;Outro
EUCATEX;22,29;3;Outro
EUCATEX;56,14;4;Outro
EUCATEX;74,71;5;Outro
EUCATEX;62,47;6;Outro
EUCATEX;100,52;7;Outro
EUCATEX;94,13;8;Outro
EUCATEX;154,7;9;Outro
EUCATEX;360,43;10;Outro
EUCATEX;311,04;11;Outro
EUCATEX;276,03;12;Outro
EVEN;122,63;1;Outro
EVEN;75;2;Outro
EVEN;88,98;3;Outro
EVEN;137,27;4;Outro
EVEN;148,21;5;Outro
EVEN;144,93;6;Outro
EVEN;228,98;7;Outro
EVEN;303,57;8;Outro
EVEN;396,67;9;Outro
EVEN;539,35;10;Outro
EVEN;371,75;11;Outro
EVEN;437,19;12;Outro
EXCELSIOR;31,77;1;Outro
EXCELSIOR;25,68;2;Outro
EXCELSIOR;18,43;3;Outro
EXCELSIOR;44,79;4;Outro
EXCELSIOR;89,64;5;Outro
EXCELSIOR;64,8;6;Outro
EXCELSIOR;98,43;7;Outro
EXCELSIOR;72,71;8;Outro
EXCELSIOR;54,32;9;Outro
EXCELSIOR;63,98;10;Outro
EXCELSIOR;75,2;11;Outro
EXCELSIOR;50,2;12;Outro
EZTEC;89,44;1;Construção Civil
EZTEC;70,37;2;Construção Civil
EZTEC;97,28;3;Construção Civil
EZTEC;128,36;4;Construção Civil
EZTEC;203,57;5;Construção Civil
EZTEC;221,09;6;Construção Civil
EZTEC;381,25;7;Construção Civil
EZTEC;484,57;8;Construção Civil
EZTEC;465,73;9;Construção Civil
EZTEC;536,02;10;Construção Civil
EZTEC;465,61;11;Construção Civil
EZTEC;517,68;12;Construção Civil
F GUIMARAES;3,47;1;Outro
F GUIMARAES;5,25;2;Outro
F GUIMARAES;41,38;3;Outro
F GUIMARAES;13,15;4;Outro
F GUIMARAES;13,92;5;Outro
F GUIMARAES;14,35;6;Outro
F GUIMARAES;14,32;7;Outro
FAB C RENAU;3,39;1;Outro
FAB C RENAU;1,92;2;Outro
FAB C RENAU;2,74;3;Outro
FAB C RENAU;3,33;4;Outro
FAB C RENAU;3,24;5;Outro
FAB C RENAU;4,33;6;Outro
FAB C RENAU;9,28;7;Outro
FAB C RENAU;5,95;8;Outro
FAB C RENAU;9,33;9;Outro
FAB C RENAU;9,16;10;Outro
FAB C RENAU;5,11;11;Outro
FAB C RENAU;6,68;12;Outro
FER HERINGE;293,7;1;Outro
FER HERINGE;204,61;2;Outro
FER HERINGE;224,57;3;Outro
FER HERINGE;244,76;4;Outro
FER HERINGE;491,54;5;Outro
FER HERINGE;437,32;6;Outro
FER HERINGE;609,36;7;Outro
FER HERINGE;805,5;8;Outro
FER HERINGE;917,4;9;Outro
FER HERINGE;878,21;10;Outro
FER HERINGE;710,74;11;Outro
FER HERINGE;678,73;12;Outro
FERBASA;356,39;1;Outro
FERBASA;308,88;2;Outro
FERBASA;368,54;3;Outro
FERBASA;669,19;4;Outro
FERBASA;677,61;5;Outro
FERBASA;711,62;6;Outro
FERBASA;757,69;7;Outro
FERBASA;809,61;8;Outro
FERBASA;979,35;9;Outro
FERBASA;909,82;10;Outro
FERBASA;750,53;11;Outro
FERBASA;851,02;12;Outro
FFTL;17,88;9;Outro
FFTL;0,68;10;Outro
FFTL;16;11;Outro
FFTL;1,63;12;Outro
FFTLE;2,62;8;Outro
FFTLE;20,65;9;Outro
FIA FATOR S;1533,65;3;Outro
FIA FATOR S;2445,32;9;Outro
FIA FATOR S;2889,15;11;Outro
FIBAM;397,85;1;Outro
FIBAM;753,93;2;Outro
FIBAM;545,51;3;Outro
FIBAM;536,46;4;Outro
FIBAM;461,49;5;Outro
FIBAM;439,78;6;Outro
FIBAM;277,2;7;Outro
FIBAM;863,24;8;Outro
FIBAM;357;9;Outro
FIBAM;185,98;10;Outro
FIBAM;1085,5;11;Outro
FIBAM;914,23;12;Outro
FIBRIA;1090;11;Outro
FIBRIA;2998,59;12;Outro
FII A BRANC;676;1;Fundo Imobiliário
FII A BRANC;2241;2;Fundo Imobiliário
FII A BRANC;3378;3;Fundo Imobiliário
FII A BRANC;4107;4;Fundo Imobiliário
FII A BRANC;4748,1;5;Fundo Imobiliário
FII A BRANC;4704,95;6;Fundo Imobiliário
FII A BRANC;4462;7;Fundo Imobiliário
FII A BRANC;4726,71;8;Fundo Imobiliário
FII A BRANC;4795,98;9;Fundo Imobiliário
FII A BRANC;4297,01;10;Fundo Imobiliário
FII A BRANC;3698,56;11;Fundo Imobiliário
FII A BRANC;3895,89;12;Fundo Imobiliário
FII ABC IMO;43,09;1;Fundo Imobiliário
FII ABC IMO;71,45;2;Fundo Imobiliário
FII ABC IMO;86,43;3;Fundo Imobiliário
FII ABC IMO;72;4;Fundo Imobiliário
FII ABC IMO;55,6;5;Fundo Imobiliário
FII ABC IMO;31,52;6;Fundo Imobiliário
FII ABC IMO;28,2;7;Fundo Imobiliário
FII ABC IMO;59,94;8;Fundo Imobiliário
FII ABC IMO;40,62;9;Fundo Imobiliário
FII ABC IMO;60,58;10;Fundo Imobiliário
FII ABC IMO;42,43;11;Fundo Imobiliário
FII ABC IMO;52,36;12;Fundo Imobiliário
FII ALMIRAN;33920,6;1;Fundo Imobiliário
FII ALMIRAN;23925,98;2;Fundo Imobiliário
FII ALMIRAN;34833,17;3;Fundo Imobiliário
FII ALMIRAN;31518,55;4;Fundo Imobiliário
FII ALMIRAN;28859,16;5;Fundo Imobiliário
FII ALMIRAN;40264,85;6;Fundo Imobiliário
FII ALMIRAN;39436;7;Fundo Imobiliário
FII ALMIRAN;21399,52;8;Fundo Imobiliário
FII ALMIRAN;37742,58;9;Fundo Imobiliário
FII ALMIRAN;37945,7;10;Fundo Imobiliário
FII ALMIRAN;35594,11;11;Fundo Imobiliário
FII ALMIRAN;33138,95;12;Fundo Imobiliário
FII ANCAR I;600;5;Fundo Imobiliário
FII ANCAR I;5400;6;Fundo Imobiliário
FII ANCAR I;4200;7;Fundo Imobiliário
FII ANCAR I;600;9;Fundo Imobiliário
FII BB PROG;27868,53;1;Fundo Imobiliário
FII BB PROG;26025,76;2;Fundo Imobiliário
FII BB PROG;40742,3;3;Fundo Imobiliário
FII BB PROG;34648,23;4;Fundo Imobiliário
FII BB PROG;34126,57;5;Fundo Imobiliário
FII BB PROG;37360,7;6;Fundo Imobiliário
FII BB PROG;41471,62;7;Fundo Imobiliário
FII BB PROG;41327,01;8;Fundo Imobiliário
FII BB PROG;43764,67;9;Fundo Imobiliário
FII BB PROG;46728,98;10;Fundo Imobiliário
FII BB PROG;37398,94;11;Fundo Imobiliário
FII BB PROG;36545,58;12;Fundo Imobiliário
FII CRIANCA;1648;1;Fundo Imobiliário
FII CRIANCA;416;2;Fundo Imobiliário
FII CRIANCA;705,01;3;Fundo Imobiliário
FII CRIANCA;723,03;4;Fundo Imobiliário
FII CRIANCA;471,62;5;Fundo Imobiliário
FII CRIANCA;502,02;7;Fundo Imobiliário
FII CRIANCA;778,01;8;Fundo Imobiliário
FII CRIANCA;1100;9;Fundo Imobiliário
FII CRIANCA;1904,99;10;Fundo Imobiliário
FII CRIANCA;1695,02;11;Fundo Imobiliário
FII CRIANCA;284;12;Fundo Imobiliário
FII CSHGSHO;13094;1;Fundo Imobiliário
FII CSHGSHO;10875,98;2;Fundo Imobiliário
FII CSHGSHO;10320;3;Fundo Imobiliário
FII CSHGSHO;5301;4;Fundo Imobiliário
FII CSHGSHO;9559,5;5;Fundo Imobiliário
FII CSHGSHO;9581;6;Fundo Imobiliário
FII CSHGSHO;23017;7;Fundo Imobiliário
FII CSHGSHO;24302;8;Fundo Imobiliário
FII CSHGSHO;17571;9;Fundo Imobiliário
FII CSHGSHO;20331,01;10;Fundo Imobiliário
FII CSHGSHO;17097,98;11;Fundo Imobiliário
FII CSHGSHO;21209;12;Fundo Imobiliário
FII D PEDRO;12690;12;Fundo Imobiliário
FII EUROPAR;2098,3;1;Fundo Imobiliário
FII EUROPAR;2229,63;2;Fundo Imobiliário
FII EUROPAR;3074;3;Fundo Imobiliário
FII EUROPAR;2536,6;4;Fundo Imobiliário
FII EUROPAR;3225,23;5;Fundo Imobiliário
FII EUROPAR;3317,62;6;Fundo Imobiliário
FII EUROPAR;3677,08;7;Fundo Imobiliário
FII EUROPAR;3609,06;8;Fundo Imobiliário
FII EUROPAR;3473,18;9;Fundo Imobiliário
FII EUROPAR;3030,29;10;Fundo Imobiliário
FII EUROPAR;3309,01;11;Fundo Imobiliário
FII EUROPAR;3299,3;12;Fundo Imobiliário
FII F CENTE;15,12;1;Fundo Imobiliário
FII F CENTE;10,73;2;Fundo Imobiliário
FII F CENTE;12,16;3;Fundo Imobiliário
FII F CENTE;11,9;4;Fundo Imobiliário
FII F CENTE;16,21;5;Fundo Imobiliário
FII F CENTE;15,84;6;Fundo Imobiliário
FII F CENTE;21,3;7;Fundo Imobiliário
FII F CENTE;25,85;8;Fundo Imobiliário
FII F CENTE;19,48;9;Fundo Imobiliário
FII F CENTE;30,65;10;Fundo Imobiliário
FII F CENTE;4,18;11;Fundo Imobiliário
FII FLORIPA;5244,01;11;Fundo Imobiliário
FII FLORIPA;6351;12;Fundo Imobiliário
FII HG REAL;3240;2;Fundo Imobiliário
FII HG REAL;16975;3;Fundo Imobiliário
FII HG REAL;11585;4;Fundo Imobiliário
FII HG REAL;12710;5;Fundo Imobiliário
FII HG REAL;10691;6;Fundo Imobiliário
FII HG REAL;7531,1;7;Fundo Imobiliário
FII HG REAL;14371;8;Fundo Imobiliário
FII HG REAL;10754,9;9;Fundo Imobiliário
FII HG REAL;5902;10;Fundo Imobiliário
FII HG REAL;12605;11;Fundo Imobiliário
FII HG REAL;10204;12;Fundo Imobiliário
FII HIGIENO;3736;1;Fundo Imobiliário
FII HIGIENO;2373,3;2;Fundo Imobiliário
FII HIGIENO;3634,91;3;Fundo Imobiliário
FII HIGIENO;3765;4;Fundo Imobiliário
FII HIGIENO;5411,15;5;Fundo Imobiliário
FII HIGIENO;5316;6;Fundo Imobiliário
FII HIGIENO;5015,21;7;Fundo Imobiliário
FII HIGIENO;2590,09;8;Fundo Imobiliário
FII HIGIENO;3271,6;9;Fundo Imobiliário
FII HIGIENO;4814;10;Fundo Imobiliário
FII HIGIENO;3681,51;11;Fundo Imobiliário
FII HIGIENO;3409;12;Fundo Imobiliário
FII HOTEL M;1604;1;Fundo Imobiliário
FII HOTEL M;531,95;2;Fundo Imobiliário
FII HOTEL M;830;3;Fundo Imobiliário
FII HOTEL M;1560,64;4;Fundo Imobiliário
FII HOTEL M;865,52;5;Fundo Imobiliário
FII HOTEL M;1495;6;Fundo Imobiliário
FII HOTEL M;714,19;7;Fundo Imobiliário
FII HOTEL M;1849,41;8;Fundo Imobiliário
FII HOTEL M;1927,8;9;Fundo Imobiliário
FII HOTEL M;2194,51;10;Fundo Imobiliário
FII HOTEL M;1917,5;11;Fundo Imobiliário
FII HOTEL M;1385,5;12;Fundo Imobiliário
FII JK IMOB;14,1;1;Fundo Imobiliário
FII JK IMOB;1,8;2;Fundo Imobiliário
FII JK IMOB;6,33;4;Fundo Imobiliário
FII JK IMOB;2,2;6;Fundo Imobiliário
FII JK IMOB;10;7;Fundo Imobiliário
FII JK IMOB;5,69;8;Fundo Imobiliário
FII LOURDES;1758,32;1;Fundo Imobiliário
FII LOURDES;2097,5;2;Fundo Imobiliário
FII LOURDES;1440,52;3;Fundo Imobiliário
FII LOURDES;2448,36;4;Fundo Imobiliário
FII LOURDES;2791,84;5;Fundo Imobiliário
FII LOURDES;2396,78;6;Fundo Imobiliário
FII LOURDES;2832,06;7;Fundo Imobiliário
FII LOURDES;3114,16;8;Fundo Imobiliário
FII LOURDES;3589,93;9;Fundo Imobiliário
FII LOURDES;3573,26;10;Fundo Imobiliário
FII LOURDES;2818,68;11;Fundo Imobiliário
FII LOURDES;2629,64;12;Fundo Imobiliário
FII MEMORIA;1369;6;Fundo Imobiliário
FII MEMORIA;934,49;7;Fundo Imobiliário
FII MEMORIA;500;8;Fundo Imobiliário
FII MEMORIA;135;9;Fundo Imobiliário
FII MEMORIA;524,91;10;Fundo Imobiliário
FII MEMORIA;899,5;11;Fundo Imobiliário
FII MEMORIA;1150,5;12;Fundo Imobiliário
FII OPPORTU;1000;1;Fundo Imobiliário
FII OPPORTU;2076,81;6;Fundo Imobiliário
FII OURINVE;155;1;Fundo Imobiliário
FII OURINVE;323;2;Fundo Imobiliário
FII OURINVE;506,32;3;Fundo Imobiliário
FII OURINVE;342,5;4;Fundo Imobiliário
FII OURINVE;531,02;5;Fundo Imobiliário
FII OURINVE;912,01;6;Fundo Imobiliário
FII OURINVE;177;7;Fundo Imobiliário
FII OURINVE;563,01;8;Fundo Imobiliário
FII OURINVE;797,01;9;Fundo Imobiliário
FII OURINVE;609,02;10;Fundo Imobiliário
FII OURINVE;1284,18;11;Fundo Imobiliário
FII OURINVE;368,68;12;Fundo Imobiliário
FII PANAMBY;720;4;Fundo Imobiliário
FII PANAMBY;335;5;Fundo Imobiliário
FII PANAMBY;150;6;Fundo Imobiliário
FII PANAMBY;170,99;7;Fundo Imobiliário
FII PANAMBY;756,02;9;Fundo Imobiliário
FII PANAMBY;180,01;10;Fundo Imobiliário
FII PANAMBY;170,01;11;Fundo Imobiliário
FII PANAMBY;570,01;12;Fundo Imobiliário
FII RB CAP;290,21;12;Fundo Imobiliário
FII RIOB RC;18;11;Fundo Imobiliário
FII RIOB RC;23,18;12;Fundo Imobiliário
FII RIVER S;262,24;5;Fundo Imobiliário
FII S F LIM;17,4;1;Fundo Imobiliário
FII S F LIM;10,94;2;Fundo Imobiliário
FII S F LIM;16,02;3;Fundo Imobiliário
FII S F LIM;14,97;4;Fundo Imobiliário
FII S F LIM;17,23;5;Fundo Imobiliário
FII S F LIM;18,59;6;Fundo Imobiliário
FII S F LIM;20,19;7;Fundo Imobiliário
FII S F LIM;20,98;8;Fundo Imobiliário
FII S F LIM;22,68;9;Fundo Imobiliário
FII S F LIM;18,28;10;Fundo Imobiliário
FII S F LIM;13,7;11;Fundo Imobiliário
FII S F LIM;14,37;12;Fundo Imobiliário
FII SCP;5,09;7;Fundo Imobiliário
FII TORRE A;22876,57;1;Fundo Imobiliário
FII TORRE A;23057,53;2;Fundo Imobiliário
FII TORRE A;26705,18;3;Fundo Imobiliário
FII TORRE A;27657,39;4;Fundo Imobiliário
FII TORRE A;29571,64;5;Fundo Imobiliário
FII TORRE A;26934,38;6;Fundo Imobiliário
FII TORRE A;30987,34;7;Fundo Imobiliário
FII TORRE A;29349,52;8;Fundo Imobiliário
FII TORRE A;28340,53;9;Fundo Imobiliário
FII TORRE A;11186,01;10;Fundo Imobiliário
FII TORRE A;25773,12;11;Fundo Imobiliário
FII TORRE A;18145,66;12;Fundo Imobiliário
FII TORRE N;552;1;Fundo Imobiliário
FII TORRE N;123;2;Fundo Imobiliário
FII TORRE N;729,01;3;Fundo Imobiliário
FII TORRE N;615,51;4;Fundo Imobiliário
FII TORRE N;389;5;Fundo Imobiliário
FII TORRE N;264;6;Fundo Imobiliário
FII TORRE N;520,01;7;Fundo Imobiliário
FII TORRE N;270;8;Fundo Imobiliário
FII TORRE N;964;10;Fundo Imobiliário
FII TORRE N;410;11;Fundo Imobiliário
FII TORRE N;403;12;Fundo Imobiliário
FII W PLAZA;901;1;Fundo Imobiliário
FII W PLAZA;400;2;Fundo Imobiliário
FII W PLAZA;500,45;3;Fundo Imobiliário
FII W PLAZA;1397,99;4;Fundo Imobiliário
FII W PLAZA;1784,86;5;Fundo Imobiliário
FII W PLAZA;1700,42;6;Fundo Imobiliário
FII W PLAZA;1598,02;7;Fundo Imobiliário
FII W PLAZA;1132,25;8;Fundo Imobiliário
FII W PLAZA;1486,19;9;Fundo Imobiliário
FII W PLAZA;1926,79;10;Fundo Imobiliário
FII W PLAZA;1582,39;11;Fundo Imobiliário
FII W PLAZA;1036,54;12;Fundo Imobiliário
FINAM;2,82;1;Outro
FINAM;3,66;2;Outro
FINAM;3,69;3;Outro
FINAM;4,68;4;Outro
FINAM;3,98;5;Outro
FINAM;4,83;6;Outro
FINAM;3,05;7;Outro
FINAM;4,46;8;Outro
FINAM;3,54;9;Outro
FINAM;3,57;10;Outro
FINAM;2,94;11;Outro
FINAM;4,55;12;Outro
FINOR;10,87;1;Outro
FINOR;7,35;2;Outro
FINOR;2,14;3;Outro
FINOR;6,54;4;Outro
FINOR;12,26;5;Outro
FINOR;16,21;6;Outro
FINOR;18,82;7;Outro
FINOR;14,74;8;Outro
FINOR;15,26;9;Outro
FINOR;14,55;10;Outro
FINOR;18,98;11;Outro
FINOR;20,99;12;Outro
FISET FL RE;4,3;1;Outro
FISET FL RE;2,64;2;Outro
FISET FL RE;2,01;3;Outro
FISET FL RE;2,37;4;Outro
FISET FL RE;4;5;Outro
FISET FL RE;5,31;6;Outro
FISET FL RE;4,12;7;Outro
FISET FL RE;11,57;8;Outro
FISET FL RE;16,38;9;Outro
FISET FL RE;13,29;10;Outro
FISET FL RE;10,7;11;Outro
FISET FL RE;10,74;12;Outro
FISET PESCA;0,98;1;Outro
FISET PESCA;0,56;4;Outro
FISET PESCA;0,35;5;Outro
