Empresa;Abertura;Mês;Segmento
FISET PESCA;1,36;6;Outro
FISET PESCA;0,62;7;Outro
FISET PESCA;3,17;8;Outro
FISET PESCA;2,75;9;Outro
FISET PESCA;4,18;11;Outro
FISET PESCA;2,23;12;Outro
FISET TUR;0,21;3;Outro
FISET TUR;0,35;5;Outro
FISET TUR;1,65;6;Outro
FISET TUR;0,7;7;Outro
FISET TUR;3,35;8;Outro
FISET TUR;2,19;9;Outro
FISET TUR;5,8;10;Outro
FISET TUR;3,34;11;Outro
FISET TUR;0,9;12;Outro
FLEURY;370,09;12;Farmacêutica
FORJA TAURU;169,44;1;Outro
FORJA TAURU;180,47;2;Outro
FORJA TAURU;212,05;3;Outro
FORJA TAURU;266,02;4;Outro
FORJA TAURU;323,76;5;Outro
FORJA TAURU;309,6;6;Outro
FORJA TAURU;377,86;7;Outro
FORJA TAURU;384,79;8;Outro
FORJA TAURU;451,57;9;Outro
FORJA TAURU;469,9;10;Outro
FORJA TAURU;369,79;11;Outro
FORJA TAURU;369,03;12;Outro
FOSFERTIL;750,23;1;Outro
FOSFERTIL;679,09;2;Outro
FOSFERTIL;860,47;3;Outro
FOSFERTIL;829,19;4;Outro
FOSFERTIL;973,25;5;Outro
FOSFERTIL;1573,38;6;Outro
FOSFERTIL;1294,12;7;Outro
FOSFERTIL;1525;8;Outro
FOSFERTIL;1652;9;Outro
FOSFERTIL;1532,77;10;Outro
FOSFERTIL;1229,21;11;Outro
FOSFERTIL;1477,08;12;Outro
FRAS-LE;74,73;1;Outro
FRAS-LE;49,63;2;Outro
FRAS-LE;55,05;3;Outro
FRAS-LE;76,28;4;Outro
FRAS-LE;85,39;5;Outro
FRAS-LE;82,25;6;Outro
FRAS-LE;109,64;7;Outro
FRAS-LE;131,7;8;Outro
FRAS-LE;138,65;9;Outro
FRAS-LE;170,67;10;Outro
FRAS-LE;149,25;11;Outro
FRAS-LE;161,35;12;Outro
FUNRES;2,09;1;Outro
FUNRES;2,5;2;Outro
FUNRES;1,21;3;Outro
FUNRES;7,56;4;Outro
FUNRES;0,64;5;Outro
FUNRES;0,4;6;Outro
FUNRES;0,7;7;Outro
FUNRES;4,67;8;Outro
FUNRES;4,42;10;Outro
FUNRES;2,3;11;Outro
GAFISA;626,19;1;Construção Civil
GAFISA;631,37;2;Construção Civil
GAFISA;806,19;3;Construção Civil
GAFISA;746,91;4;Construção Civil
GAFISA;1388,51;5;Construção Civil
GAFISA;1761,63;6;Construção Civil
GAFISA;1915,75;7;Construção Civil
GAFISA;2132,56;8;Construção Civil
GAFISA;2406,13;9;Construção Civil
GAFISA;3076,5;10;Construção Civil
GAFISA;2567,42;11;Construção Civil
GAFISA;2783,29;12;Construção Civil
GARUDA;4,76;12;Outro
GAZOLA;119,81;1;Outro
GAZOLA;85,85;2;Outro
GAZOLA;88,79;3;Outro
GAZOLA;74,96;4;Outro
GAZOLA;96,34;5;Outro
GAZOLA;111,59;6;Outro
GAZOLA;94,35;7;Outro
GAZOLA;120,76;8;Outro
GAZOLA;79,59;9;Outro
GAZOLA;84,44;10;Outro
GAZOLA;75,21;11;Outro
GAZOLA;76,4;12;Outro
GENERALSHOP;63,45;1;Outro
GENERALSHOP;58,22;2;Outro
GENERALSHOP;73,75;3;Outro
GENERALSHOP;88,89;4;Outro
GENERALSHOP;107,38;5;Outro
GENERALSHOP;132,01;6;Outro
GENERALSHOP;179,98;7;Outro
GENERALSHOP;260,9;8;Outro
GENERALSHOP;236,84;9;Outro
GENERALSHOP;266,21;10;Outro
GENERALSHOP;232,45;11;Outro
GENERALSHOP;254,89;12;Outro
GER PARANAP;284,56;1;Outro
GER PARANAP;98,06;2;Outro
GER PARANAP;316,48;3;Outro
GER PARANAP;321,5;4;Outro
GER PARANAP;439,62;5;Outro
GER PARANAP;416,19;6;Outro
GER PARANAP;340,97;7;Outro
GER PARANAP;239,41;8;Outro
GER PARANAP;191,96;9;Outro
GER PARANAP;450,7;10;Outro
GER PARANAP;652,26;11;Outro
GER PARANAP;829,32;12;Outro
GERDAU;3146,81;1;Siderurgia e Metalurgia
GERDAU;2767,91;2;Siderurgia e Metalurgia
GERDAU;3358,68;3;Siderurgia e Metalurgia
GERDAU;2675,21;4;Siderurgia e Metalurgia
GERDAU;3185,39;5;Siderurgia e Metalurgia
GERDAU;4028,06;6;Siderurgia e Metalurgia
GERDAU;3772,84;7;Siderurgia e Metalurgia
GERDAU;4336,04;8;Siderurgia e Metalurgia
GERDAU;4839,55;9;Siderurgia e Metalurgia
GERDAU;6281,32;10;Siderurgia e Metalurgia
GERDAU;5234,81;11;Siderurgia e Metalurgia
GERDAU;4963,88;12;Siderurgia e Metalurgia
GERDAU MET;2320,96;1;Siderurgia e Metalurgia
GERDAU MET;1925,89;2;Siderurgia e Metalurgia
GERDAU MET;1868,13;3;Siderurgia e Metalurgia
GERDAU MET;1968,33;4;Siderurgia e Metalurgia
GERDAU MET;2282,48;5;Siderurgia e Metalurgia
GERDAU MET;2931,4;6;Siderurgia e Metalurgia
GERDAU MET;3007,77;7;Siderurgia e Metalurgia
GERDAU MET;2977,12;8;Siderurgia e Metalurgia
GERDAU MET;3243,81;9;Siderurgia e Metalurgia
GERDAU MET;4087,41;10;Siderurgia e Metalurgia
GERDAU MET;3701,95;11;Siderurgia e Metalurgia
GERDAU MET;3875,05;12;Siderurgia e Metalurgia
GETI;2,09;4;Outro
GETI;19,31;6;Outro
GETI;25,71;7;Outro
GETI;20,92;9;Outro
GETI;2,44;10;Outro
GETI    /ED;21,17;8;Outro
GETI    /ED;19,67;11;Outro
GETIE;0,8;3;Outro
GETIE;1,45;7;Outro
GETIE;1,1;8;Outro
GETIE;3,38;9;Outro
GETIE;20,5;10;Outro
GFSA;0,88;3;Construção Civil
GFSA;14,24;4;Construção Civil
GFSA;11,8;5;Construção Civil
GFSA;3,86;6;Construção Civil
GFSA;36,09;7;Construção Civil
GFSA;2,14;8;Construção Civil
GFSA;49,62;9;Construção Civil
GFSA;57,07;10;Construção Civil
GFSA;10,94;11;Construção Civil
GFSA;36,58;12;Construção Civil
GFSAE;3,93;4;Construção Civil
GFSAE;0,97;6;Construção Civil
GFSAE;2,4;7;Construção Civil
GFSAE;3,75;8;Construção Civil
GFSAE;4,13;9;Construção Civil
GFSAE;28,7;10;Construção Civil
GFSAE;9,78;11;Construção Civil
GFSAE;4,92;12;Construção Civil
GGBR;157,71;1;Siderurgia e Metalurgia
GGBR;89,8;2;Siderurgia e Metalurgia
GGBR;75,81;3;Siderurgia e Metalurgia
GGBR;269,22;4;Siderurgia e Metalurgia
GGBR;324,25;5;Siderurgia e Metalurgia
GGBR;371,56;6;Siderurgia e Metalurgia
GGBR;172,02;7;Siderurgia e Metalurgia
GGBR;134,94;8;Siderurgia e Metalurgia
GGBR;194,37;9;Siderurgia e Metalurgia
GGBR;367,74;10;Siderurgia e Metalurgia
GGBR;202,73;11;Siderurgia e Metalurgia
GGBR;188,63;12;Siderurgia e Metalurgia
GGBR    /ED;23,17;3;Siderurgia e Metalurgia
GGBR    /EJ;27,03;11;Siderurgia e Metalurgia
GGBR    /EJ;1,17;12;Siderurgia e Metalurgia
GGBRE;91,64;1;Siderurgia e Metalurgia
GGBRE;114,01;2;Siderurgia e Metalurgia
GGBRE;159,03;3;Siderurgia e Metalurgia
GGBRE;202,65;4;Siderurgia e Metalurgia
GGBRE;131,8;5;Siderurgia e Metalurgia
GGBRE;235,02;6;Siderurgia e Metalurgia
GGBRE;184,89;7;Siderurgia e Metalurgia
GGBRE;238,72;8;Siderurgia e Metalurgia
GGBRE;180,43;9;Siderurgia e Metalurgia
GGBRE;305,8;10;Siderurgia e Metalurgia
GGBRE;171,07;11;Siderurgia e Metalurgia
GGBRE;199,48;12;Siderurgia e Metalurgia
GGBRE   /ED;6,23;3;Siderurgia e Metalurgia
GGBRE   /EJ;28,03;11;Siderurgia e Metalurgia
GGBRE   /EJ;6,54;12;Siderurgia e Metalurgia
GLOBEX;180,41;1;Outro
GLOBEX;114,74;2;Outro
GLOBEX;183,44;3;Outro
GLOBEX;419,26;4;Outro
GLOBEX;405,84;5;Outro
GLOBEX;409,54;6;Outro
GLOBEX;367,08;7;Outro
GLOBEX;325,12;8;Outro
GLOBEX;231,46;9;Outro
GLOBEX;274,49;10;Outro
GLOBEX;279,04;11;Outro
GLOBEX;720,61;12;Outro
GOAU;0,45;2;Outro
GOAU;0,59;3;Outro
GOAU;30,73;4;Outro
GOAU;88,46;5;Outro
GOAU;57,57;6;Outro
GOAU;31,09;7;Outro
GOAU;66,31;8;Outro
GOAU;92,67;9;Outro
GOAU;52,37;10;Outro
GOAU;45,77;11;Outro
GOAU;82,77;12;Outro
GOAU    /EJ;25,09;11;Outro
GOAU    /EJ;4,36;12;Outro
GOAUE;1,11;2;Outro
GOAUE;38,62;3;Outro
GOAUE;19,39;4;Outro
GOAUE;0,24;5;Outro
GOAUE;25,92;6;Outro
GOAUE;5,52;7;Outro
GOAUE;30,2;8;Outro
GOAUE;45,31;9;Outro
GOAUE;73,29;10;Outro
GOAUE;6,07;11;Outro
GOAUE;38,6;12;Outro
GOAUE   /EJ;4,58;11;Outro
GOL;803,86;1;Aviação
GOL;631,27;2;Aviação
GOL;895,46;3;Aviação
GOL;732,89;4;Aviação
GOL;841,54;5;Aviação
GOL;939,03;6;Aviação
GOL;1304,29;7;Aviação
GOL;1879,82;8;Aviação
GOL;1938,08;9;Aviação
GOL;2825,96;10;Aviação
GOL;1990,15;11;Aviação
GOL;3119,25;12;Aviação
GOLL;0,35;2;Aviação
GOLL;0,36;3;Aviação
GOLL;0,16;4;Aviação
GOLL;8;5;Aviação
GOLLE;0,84;8;Aviação
GOLLE;18,5;9;Aviação
GP INVEST;302,34;1;Outro
GP INVEST;259,88;2;Outro
GP INVEST;293,57;3;Outro
GP INVEST;311,05;4;Outro
GP INVEST;394,86;5;Outro
GP INVEST;497,38;6;Outro
GP INVEST;504,28;7;Outro
GP INVEST;640,26;8;Outro
GP INVEST;753,17;9;Outro
GP INVEST;744,59;10;Outro
GP INVEST;497,1;11;Outro
GP INVEST;582,63;12;Outro
GPC PART;19,44;1;Outro
GPC PART;16,39;2;Outro
GPC PART;16,8;3;Outro
GPC PART;16,18;4;Outro
GPC PART;18,45;5;Outro
GPC PART;20,24;6;Outro
GPC PART;18,73;7;Outro
GPC PART;16,18;8;Outro
GPC PART;16,29;9;Outro
GPC PART;24,7;10;Outro
GPC PART;24,25;11;Outro
GPC PART;34,07;12;Outro
GRADIENTE;75,06;1;Outro
GRADIENTE;56,68;2;Outro
GRADIENTE;107,24;3;Outro
GRADIENTE;67,62;4;Outro
GRADIENTE;68,85;5;Outro
GRADIENTE;103,39;6;Outro
GRADIENTE;105,73;7;Outro
GRADIENTE;93,32;8;Outro
GRADIENTE;83,24;9;Outro
GRADIENTE;89,34;10;Outro
GRADIENTE;83,63;11;Outro
GRADIENTE;108,72;12;Outro
GRAZZIOTIN;225,29;1;Outro
GRAZZIOTIN;163,55;2;Outro
GRAZZIOTIN;189,24;3;Outro
GRAZZIOTIN;230,29;4;Outro
GRAZZIOTIN;279,77;5;Outro
GRAZZIOTIN;216,83;6;Outro
GRAZZIOTIN;337,9;7;Outro
GRAZZIOTIN;397,26;8;Outro
GRAZZIOTIN;464,19;9;Outro
GRAZZIOTIN;308,93;10;Outro
GRAZZIOTIN;399,41;11;Outro
GRAZZIOTIN;447,61;12;Outro
GRENDENE;422,77;1;Outro
GRENDENE;388,87;2;Outro
GRENDENE;485,97;3;Outro
GRENDENE;537,86;4;Outro
GRENDENE;854,71;5;Outro
GRENDENE;885,96;6;Outro
GRENDENE;1081,01;7;Outro
GRENDENE;1278,67;8;Outro
GRENDENE;1007,95;9;Outro
GRENDENE;371,55;10;Outro
GRENDENE;330,2;11;Outro
GRENDENE;361,53;12;Outro
GTD PART;4,62;1;Outro
GTD PART;5,12;2;Outro
GTD PART;3,84;3;Outro
GTD PART;4,13;4;Outro
GTD PART;1,78;5;Outro
GTD PART;2,02;6;Outro
GTD PART;2,82;7;Outro
GTD PART;1,78;8;Outro
GTD PART;7,51;9;Outro
GTD PART;9,11;10;Outro
GTD PART;7,03;11;Outro
GTD PART;8,82;12;Outro
GUARANI;113,78;1;Outro
GUARANI;91,25;2;Outro
GUARANI;94,43;3;Outro
GUARANI;110,87;4;Outro
GUARANI;231,48;5;Outro
GUARANI;306,96;6;Outro
GUARANI;316,44;7;Outro
GUARANI;491,14;8;Outro
GUARANI;507,47;9;Outro
GUARANI;471,59;10;Outro
GUARANI;352,31;11;Outro
GUARANI;452,54;12;Outro
GUARARAPES;778,22;1;Outro
GUARARAPES;590,65;2;Outro
GUARARAPES;638,35;3;Outro
GUARARAPES;819,35;4;Outro
GUARARAPES;1527,89;5;Outro
GUARARAPES;2067,14;6;Outro
GUARARAPES;2385,3;7;Outro
GUARARAPES;3118,19;8;Outro
GUARARAPES;3288,07;9;Outro
GUARARAPES;2071,51;10;Outro
GUARARAPES;3117,94;11;Outro
GUARARAPES;3913,06;12;Outro
GVT HOLDING;1375,37;1;Outro
GVT HOLDING;1003,54;2;Outro
GVT HOLDING;1306,47;3;Outro
GVT HOLDING;1523,15;4;Outro
GVT HOLDING;1574;5;Outro
GVT HOLDING;1565,39;6;Outro
GVT HOLDING;1803,59;7;Outro
GVT HOLDING;1814,7;8;Outro
GVT HOLDING;1763,37;9;Outro
GVT HOLDING;2404,61;10;Outro
GVT HOLDING;2089,11;11;Outro
GVT HOLDING;2156,71;12;Outro
GVTT;1,01;4;Outro
GVTT;1,63;5;Outro
GVTT;9,29;7;Outro
GVTT;25,07;9;Outro
GVTT;5,73;10;Outro
GVTT;117,9;11;Outro
GVTTE;32;1;Outro
GVTTE;4,83;4;Outro
GVTTE;5,32;5;Outro
GVTTE;10,42;7;Outro
GVTTE;1,5;8;Outro
GVTTE;41,83;9;Outro
GVTTE;0,53;10;Outro
GVTTE;26,16;11;Outro
HABITASUL;29,19;1;Outro
HABITASUL;5,43;2;Outro
HABITASUL;23,32;3;Outro
HABITASUL;13,37;4;Outro
HABITASUL;39,35;5;Outro
HABITASUL;56,15;6;Outro
HABITASUL;83,55;7;Outro
HABITASUL;75,48;8;Outro
HABITASUL;64,13;9;Outro
HABITASUL;99,87;10;Outro
HABITASUL;68,59;11;Outro
HABITASUL;94,57;12;Outro
HAGA S/A;538,96;1;Outro
HAGA S/A;615,29;2;Outro
HAGA S/A;1054,33;3;Outro
HAGA S/A;1137,15;4;Outro
HAGA S/A;1639,14;5;Outro
HAGA S/A;1864,48;6;Outro
HAGA S/A;145,7;7;Outro
HAGA S/A;128,17;8;Outro
HAGA S/A;204,51;9;Outro
HAGA S/A;183,16;10;Outro
HAGA S/A;107,01;11;Outro
HAGA S/A;112,87;12;Outro
HELBOR;84,98;1;Outro
HELBOR;85,25;2;Outro
HELBOR;91,05;3;Outro
HELBOR;125,27;4;Outro
HELBOR;137,95;5;Outro
HELBOR;208,36;6;Outro
HELBOR;296,31;7;Outro
HELBOR;415,46;8;Outro
HELBOR;431,83;9;Outro
HELBOR;526,24;10;Outro
HELBOR;354,04;11;Outro
HELBOR;405,37;12;Outro
HERCULES;6,13;1;Outro
HERCULES;5,09;2;Outro
HERCULES;8,46;3;Outro
HERCULES;8,05;4;Outro
HERCULES;9,95;5;Outro
HERCULES;9,25;6;Outro
HERCULES;23,96;7;Outro
HERCULES;20,47;8;Outro
HERCULES;16,37;9;Outro
HERCULES;21,3;10;Outro
HERCULES;13,23;11;Outro
HERCULES;12,08;12;Outro
HOTEIS OTHO;9,61;1;Outro
HOTEIS OTHO;7,48;2;Outro
HOTEIS OTHO;10,76;3;Outro
HOTEIS OTHO;10,38;4;Outro
HOTEIS OTHO;12,07;5;Outro
HOTEIS OTHO;12,88;6;Outro
HOTEIS OTHO;10,29;7;Outro
HOTEIS OTHO;12,54;8;Outro
HOTEIS OTHO;13,22;9;Outro
HOTEIS OTHO;31,41;10;Outro
HOTEIS OTHO;20,57;11;Outro
HOTEIS OTHO;31,59;12;Outro
HYPERMARCAS;527,58;1;Farmacêutica
HYPERMARCAS;451,11;2;Farmacêutica
HYPERMARCAS;593,69;3;Farmacêutica
HYPERMARCAS;633,99;4;Farmacêutica
HYPERMARCAS;863,65;5;Farmacêutica
HYPERMARCAS;1052,07;6;Farmacêutica
HYPERMARCAS;1152,91;7;Farmacêutica
HYPERMARCAS;1406;8;Farmacêutica
HYPERMARCAS;1490,02;9;Farmacêutica
HYPERMARCAS;1801,11;10;Farmacêutica
HYPERMARCAS;2149,02;11;Farmacêutica
HYPERMARCAS;2292,44;12;Farmacêutica
IBOV;411897,95;1;Outro
IBOV;597399,75;2;Outro
IBOV;435456,39;3;Outro
IBOV;767417,68;4;Outro
IBOV;231386,51;5;Outro
IBOV;787187,48;6;Outro
IBOV;166220,65;7;Outro
IBOV;877710,85;8;Outro
IBOV;262201,31;9;Outro
IBOV;1188768,57;10;Outro
IBOV;286884,21;11;Outro
IBOV;1667792,5;12;Outro
IBOVE;271780,31;1;Outro
IBOVE;621875,53;2;Outro
IBOVE;361460,33;3;Outro
IBOVE;503700,82;4;Outro
IBOVE;208880,23;5;Outro
IBOVE;347891,25;6;Outro
IBOVE;175021,48;7;Outro
IBOVE;149314,21;8;Outro
IBOVE;142996,81;9;Outro
IBOVE;240660,37;10;Outro
IBOVE;271274,46;11;Outro
IBOVE;446763,51;12;Outro
IBOVESPA;39479;2;Outro
IBOVESPA;44956;4;Outro
IBOVESPA;50975;6;Outro
IBOVESPA;56520;8;Outro
IBOVESPA;66084;10;Outro
IBOVESPA;69216;12;Outro
IDEIASNET;155,57;1;Outro
IDEIASNET;118,7;2;Outro
IDEIASNET;122,23;3;Outro
IDEIASNET;177,35;4;Outro
IDEIASNET;174,53;5;Outro
IDEIASNET;261,7;6;Outro
IDEIASNET;228,17;7;Outro
IDEIASNET;232,8;8;Outro
IDEIASNET;295,46;9;Outro
IDEIASNET;460,67;10;Outro
IDEIASNET;402,04;11;Outro
IDEIASNET;318,79;12;Outro
IDNT;1,66;10;Outro
IDNT;1,4;11;Outro
IDNT;2,25;12;Outro
IENERGIA;16,48;1;Outro
IENERGIA;14,19;2;Outro
IENERGIA;22,51;3;Outro
IENERGIA;25,9;4;Outro
IENERGIA;28,44;5;Outro
IENERGIA;28,25;6;Outro
IENERGIA;22,31;7;Outro
IENERGIA;26,25;8;Outro
IENERGIA;24;9;Outro
IENERGIA;32,15;10;Outro
IENERGIA;30,54;11;Outro
IENERGIA;26,62;12;Outro
IGUACU CAFE;26,3;1;Outro
IGUACU CAFE;34,99;2;Outro
IGUACU CAFE;74,24;3;Outro
IGUACU CAFE;70,23;4;Outro
IGUACU CAFE;29,21;5;Outro
IGUACU CAFE;28,97;6;Outro
IGUACU CAFE;50,04;7;Outro
IGUACU CAFE;50,32;8;Outro
IGUACU CAFE;59,5;9;Outro
IGUACU CAFE;85,58;10;Outro
IGUACU CAFE;138,99;11;Outro
IGUACU CAFE;91,84;12;Outro
IGUATEMI;465,53;1;Outro
IGUATEMI;438,19;2;Outro
IGUATEMI;581,27;3;Outro
IGUATEMI;632,54;4;Outro
IGUATEMI;738,76;5;Outro
IGUATEMI;788,51;6;Outro
IGUATEMI;1007,47;7;Outro
IGUATEMI;1025,5;8;Outro
IGUATEMI;1043,08;9;Outro
IGUATEMI;1507,5;10;Outro
IGUATEMI;1421,56;11;Outro
IGUATEMI;1265,27;12;Outro
INDS ROMI;292,81;1;Outro
INDS ROMI;237,43;2;Outro
INDS ROMI;248,37;3;Outro
INDS ROMI;251,11;4;Outro
INDS ROMI;296,05;5;Outro
INDS ROMI;315,14;6;Outro
INDS ROMI;437,93;7;Outro
INDS ROMI;436,74;8;Outro
INDS ROMI;432,71;9;Outro
INDS ROMI;508,92;10;Outro
INDS ROMI;434,93;11;Outro
INDS ROMI;526,9;12;Outro
INDUSVAL;146,01;1;Outro
INDUSVAL;85,23;2;Outro
INDUSVAL;142,07;3;Outro
INDUSVAL;165,39;4;Outro
INDUSVAL;212,65;5;Outro
INDUSVAL;214,42;6;Outro
INDUSVAL;252,16;7;Outro
INDUSVAL;335,69;8;Outro
INDUSVAL;343;9;Outro
INDUSVAL;362,4;10;Outro
INDUSVAL;304,58;11;Outro
INDUSVAL;264,55;12;Outro
INEPAR;894,37;1;Outro
INEPAR;801,42;2;Outro
INEPAR;1050,27;3;Outro
INEPAR;1240,61;4;Outro
INEPAR;1627,95;5;Outro
INEPAR;2226,78;6;Outro
INEPAR;2094,65;7;Outro
INEPAR;2446,33;8;Outro
INEPAR;2676,44;9;Outro
INEPAR;3730,18;10;Outro
INEPAR;2625,68;11;Outro
INEPAR;874,99;12;Outro
INEPAR TEL;6,5;1;Outro
INEPAR TEL;4,81;2;Outro
INEPAR TEL;4,64;3;Outro
INEPAR TEL;6,45;4;Outro
INEPAR TEL;10,6;5;Outro
INEPAR TEL;10,45;6;Outro
INEPAR TEL;10,96;7;Outro
INEPAR TEL;8,17;8;Outro
INEPAR TEL;9,43;9;Outro
INEPAR TEL;12,28;10;Outro
INEPAR TEL;9,18;11;Outro
INEPAR TEL;9,86;12;Outro
INPAR S/A;65,31;1;Outro
INPAR S/A;43,43;2;Outro
INPAR S/A;51,91;3;Outro
INPAR S/A;90,1;4;Outro
INPAR S/A;138,32;5;Outro
INPAR S/A;141,12;6;Outro
INPAR S/A;165,52;7;Outro
INPAR S/A;315,99;8;Outro
INPAR S/A;450,26;9;Outro
INPAR S/A;511,11;10;Outro
INPAR S/A;328,04;11;Outro
INPAR S/A;330,88;12;Outro
INVEST TUR;6676,99;1;Outro
INVEST TUR;3880,44;2;Outro
INVEST TUR;1843,89;3;Outro
INVEST TUR;4479,93;4;Outro
INVEST TUR;2091;5;Outro
INVEST TUR;2522;6;Outro
INVEST TUR;2089,8;7;Outro
INVEST TUR;3148,51;8;Outro
INVEST TUR;2380,98;9;Outro
INVEST TUR;5676,28;10;Outro
INVEST TUR;2845,27;11;Outro
INVEST TUR;3571,94;12;Outro
INVITEL;5,12;1;Outro
IOCHP-MAXIO;448,15;1;Outro
IOCHP-MAXIO;544,19;2;Outro
IOCHP-MAXIO;658,16;3;Outro
IOCHP-MAXIO;509,13;4;Outro
IOCHP-MAXIO;690,64;5;Outro
IOCHP-MAXIO;642,94;6;Outro
IOCHP-MAXIO;833,11;7;Outro
IOCHP-MAXIO;931,88;8;Outro
IOCHP-MAXIO;1088,55;9;Outro
IOCHP-MAXIO;1239,14;10;Outro
IOCHP-MAXIO;1209,04;11;Outro
IOCHP-MAXIO;1350,93;12;Outro
ISHARES BOV;1679,18;1;Outro
ISHARES BOV;1176,94;2;Outro
ISHARES BOV;1422,32;3;Outro
ISHARES BOV;1433,46;4;Outro
ISHARES BOV;2277,96;5;Outro
ISHARES BOV;2661,94;6;Outro
ISHARES BOV;3800,58;7;Outro
ISHARES BOV;2891,12;8;Outro
ISHARES BOV;3018,85;9;Outro
ISHARES BOV;3387,79;10;Outro
ISHARES BOV;3198,03;11;Outro
ISHARES BOV;3534,42;12;Outro
ISHARES MIL;28;1;Outro
ISHARES MIL;89,64;2;Outro
ISHARES MIL;60,29;3;Outro
ISHARES MIL;101,13;4;Outro
ISHARES MIL;221,12;5;Outro
ISHARES MIL;270,94;6;Outro
ISHARES MIL;112,19;7;Outro
ISHARES MIL;119,32;8;Outro
ISHARES MIL;250,34;9;Outro
ISHARES MIL;309,6;10;Outro
ISHARES MIL;323,77;11;Outro
ISHARES MIL;380,33;12;Outro
ISHARES SMA;48,82;1;Outro
ISHARES SMA;122,13;2;Outro
ISHARES SMA;115,18;3;Outro
ISHARES SMA;254,45;4;Outro
ISHARES SMA;581,81;5;Outro
ISHARES SMA;597,69;6;Outro
ISHARES SMA;414,39;7;Outro
ISHARES SMA;617,56;8;Outro
ISHARES SMA;1034,08;9;Outro
ISHARES SMA;1586,93;10;Outro
ISHARES SMA;1151,45;11;Outro
ISHARES SMA;1361,37;12;Outro
ITAITUBA;11,69;12;Outro
ITAU;30,82;1;Serviços Bancários
ITAU;68,6;2;Serviços Bancários
ITAU;22,76;3;Serviços Bancários
ITAU;168,29;4;Serviços Bancários
ITAU;127,08;5;Serviços Bancários
ITAU    /ED;35,58;2;Serviços Bancários
ITAU    /ED;30,03;3;Serviços Bancários
ITAU    /ED;45,29;4;Serviços Bancários
ITAU    /ED;34,71;5;Serviços Bancários
ITAU    /EJ;75,62;3;Serviços Bancários
ITAUBANCO;4063,11;1;Serviços Bancários
ITAUBANCO;3242,66;2;Serviços Bancários
ITAUBANCO;3550,58;3;Serviços Bancários
ITAUE;62,8;1;Serviços Bancários
ITAUE;107,23;2;Serviços Bancários
ITAUE;19,57;3;Serviços Bancários
ITAUE;132,49;4;Serviços Bancários
ITAUE;101,81;5;Serviços Bancários
ITAUE   /ED;5,49;1;Serviços Bancários
ITAUE   /ED;6,86;2;Serviços Bancários
ITAUE   /ED;14,62;3;Serviços Bancários
ITAUE   /ED;28,93;4;Serviços Bancários
ITAUE   /ED;43,19;5;Serviços Bancários
ITAUE   /EJ;68,35;3;Serviços Bancários
ITAUSA;1594,23;1;Serviços Bancários
ITAUSA;1056,29;2;Serviços Bancários
ITAUSA;1220,79;3;Serviços Bancários
ITAUSA;1147,19;4;Serviços Bancários
ITAUSA;1519,39;5;Serviços Bancários
ITAUSA;1573,17;6;Serviços Bancários
ITAUSA;1400,85;7;Serviços Bancários
ITAUSA;1414,97;8;Serviços Bancários
ITAUSA;1436,41;9;Serviços Bancários
ITAUSA;1775,67;10;Serviços Bancários
ITAUSA;1427,06;11;Serviços Bancários
ITAUSA;1527,92;12;Serviços Bancários
ITAUTEC;482,93;1;Serviços Bancários
ITAUTEC;280,54;2;Serviços Bancários
ITAUTEC;288,74;3;Serviços Bancários
ITAUTEC;325,8;4;Serviços Bancários
ITAUTEC;275,4;5;Serviços Bancários
ITAUTEC;758,9;6;Serviços Bancários
ITAUTEC;316,52;7;Serviços Bancários
ITAUTEC;492,58;8;Serviços Bancários
ITAUTEC;468,44;9;Serviços Bancários
ITAUTEC;825,79;10;Serviços Bancários
ITAUTEC;689,59;11;Serviços Bancários
ITAUTEC;910,95;12;Serviços Bancários
ITAUUNIBANC;121,96;3;Serviços Bancários
ITAUUNIBANC;3826,7;4;Serviços Bancários
ITAUUNIBANC;4336,19;5;Serviços Bancários
ITAUUNIBANC;4421,33;6;Serviços Bancários
ITAUUNIBANC;4522,87;7;Serviços Bancários
ITAUUNIBANC;5828,44;8;Serviços Bancários
ITAUUNIBANC;4934,8;9;Serviços Bancários
ITAUUNIBANC;5826,46;10;Serviços Bancários
ITAUUNIBANC;3939,77;11;Serviços Bancários
ITAUUNIBANC;5373,62;12;Serviços Bancários
ITSA;1,73;1;Serviços Bancários
ITSA;2,24;2;Serviços Bancários
ITSA;5,68;3;Serviços Bancários
ITSA;55,72;4;Serviços Bancários
ITSA;21,22;5;Serviços Bancários
ITSA;16,76;6;Serviços Bancários
ITSA;20,19;7;Serviços Bancários
ITSA;31,92;8;Serviços Bancários
ITSA;41,22;9;Serviços Bancários
ITSA;66,95;10;Serviços Bancários
ITSA;49,26;11;Serviços Bancários
ITSA;53,64;12;Serviços Bancários
ITSA    /EB;4,92;5;Serviços Bancários
ITSA    /ED;2,25;3;Serviços Bancários
ITSA    /ED;2,7;6;Serviços Bancários
ITSA    /ED;1,95;9;Serviços Bancários
ITSA    /ED;4,73;12;Serviços Bancários
ITSA    /EJ;3,27;1;Serviços Bancários
ITSA    /EJ;15,77;3;Serviços Bancários
ITSA    /EJ;6,41;8;Serviços Bancários
ITSAE;0,69;1;Serviços Bancários
ITSAE;11,76;2;Serviços Bancários
ITSAE;3,29;3;Serviços Bancários
